Istasyon_No|Istasyon_Adi|YIL|AY|GUNLUK_TOPLAM_GLOBAL_GUNESLENME_SIDDETI_AYLIK_ORTALAMASI
17884|M?LAS|1999|11|154.1
17884|M?LAS|1999|12|120.5
17884|M?LAS|2000|1|145.4
17884|M?LAS|2000|2|190.9
17884|M?LAS|2000|3|271.3
17884|M?LAS|2000|4|331.0
17884|M?LAS|2000|5|436.2
17884|M?LAS|2000|6|460.6
17884|M?LAS|2000|7|432.1
17884|M?LAS|2000|8|393.3
17884|M?LAS|2000|9|334.5
17884|M?LAS|2000|10|242.1
17884|M?LAS|2000|11|168.5
17884|M?LAS|2000|12|128.5
17884|M?LAS|2001|1|140.8
17884|M?LAS|2001|2|195.1
17884|M?LAS|2001|3|283.4
17884|M?LAS|2001|4|315.4
17884|M?LAS|2001|5|401.8
17884|M?LAS|2001|6|486.6
17884|M?LAS|2001|7|456.8
17884|M?LAS|2001|8|388.0
17884|M?LAS|2001|9|331.5
17884|M?LAS|2001|10|247.8
17884|M?LAS|2001|11|150.0
17884|M?LAS|2001|12|104.8
17884|M?LAS|2002|1|161.5
17884|M?LAS|2002|2|225.3
17884|M?LAS|2002|3|281.4
17884|M?LAS|2002|4|354.9
17884|M?LAS|2002|5|473.5
17884|M?LAS|2002|6|498.2
17884|M?LAS|2002|7|463.6
17884|M?LAS|2002|8|427.4
17884|M?LAS|2002|9|316.6
17884|M?LAS|2002|10|243.3
17884|M?LAS|2002|11|165.8
17884|M?LAS|2002|12|116.3
17884|M?LAS|2003|1|126.2
17884|M?LAS|2003|2|186.6
17884|M?LAS|2003|3|292.9
17884|M?LAS|2003|4|312.6
17884|M?LAS|2003|5|413.0
17884|M?LAS|2003|6|467.1
17884|M?LAS|2003|7|457.2
17884|M?LAS|2003|8|376.5
17884|M?LAS|2003|9|319.9
17884|M?LAS|2003|10|224.9
17884|M?LAS|2003|11|171.7
17884|M?LAS|2003|12|109.0
17884|M?LAS|2004|1|120.9
17884|M?LAS|2004|2|188.5
17884|M?LAS|2004|3|268.9
17884|M?LAS|2004|4|311.0
17884|M?LAS|2004|5|400.1
17884|M?LAS|2004|6|429.4
17884|M?LAS|2004|7|421.4
17884|M?LAS|2004|8|365.9
17884|M?LAS|2004|9|302.9
17884|M?LAS|2004|10|220.6
17884|M?LAS|2004|11|138.7
17884|M?LAS|2004|12|110.2
17884|M?LAS|2005|1|116.1
17884|M?LAS|2005|2|160.3
17884|M?LAS|2005|3|240.9
17884|M?LAS|2005|4|330.3
17884|M?LAS|2005|5|367.1
17884|M?LAS|2005|6|433.1
17884|M?LAS|2005|7|407.7
17884|M?LAS|2005|8|381.5
17884|M?LAS|2005|9|319.6
17884|M?LAS|2005|10|231.6
17884|M?LAS|2005|11|147.3
17884|M?LAS|2005|12|133.9
17884|M?LAS|2006|1|139.5
17884|M?LAS|2006|2|156.1
17884|M?LAS|2006|3|236.8
17884|M?LAS|2006|4|326.6
17884|M?LAS|2006|5|404.9
17884|M?LAS|2006|6|410.1
17884|M?LAS|2006|7|391.0
17884|M?LAS|2006|8|358.9
17884|M?LAS|2006|9|334.5
17886|YATA?AN|1984|9|453.8
17886|YATA?AN|1984|10|346.1
17886|YATA?AN|1984|11|196.7
17886|YATA?AN|1984|12|181.8
17886|YATA?AN|1985|1|167.8
17886|YATA?AN|1985|2|262.4
17886|YATA?AN|1985|3|322.5
17886|YATA?AN|1985|4|473.5
17886|YATA?AN|1985|5|499.4
17886|YATA?AN|1985|6|604.9
17886|YATA?AN|1985|7|602.0
17886|YATA?AN|1985|8|535.8
17886|YATA?AN|1985|9|455.4
17886|YATA?AN|1985|10|324.2
17886|YATA?AN|1985|11|216.2
17886|YATA?AN|1985|12|176.7
17886|YATA?AN|1986|1|160.3
17886|YATA?AN|1986|2|223.7
17886|YATA?AN|1986|3|365.3
17886|YATA?AN|1986|4|493.9
17886|YATA?AN|1986|5|533.8
17886|YATA?AN|1986|6|564.8
17886|YATA?AN|1986|7|614.0
17886|YATA?AN|1986|8|523.9
17886|YATA?AN|1986|9|411.8
17886|YATA?AN|1986|10|345.9
17886|YATA?AN|1986|11|276.9
17886|YATA?AN|1986|12|181.3
17886|YATA?AN|1987|1|180.4
17886|YATA?AN|1987|2|279.7
17886|YATA?AN|1987|3|374.9
17886|YATA?AN|1987|4|453.9
17886|YATA?AN|1987|5|546.8
17886|YATA?AN|1987|6|632.9
17886|YATA?AN|1987|7|606.5
17886|YATA?AN|1987|8|598.1
17886|YATA?AN|1987|9|482.3
17886|YATA?AN|1987|10|376.2
17886|YATA?AN|1987|11|232.3
17886|YATA?AN|1987|12|182.3
17886|YATA?AN|1988|1|203.6
17886|YATA?AN|1988|2|252.9
17886|YATA?AN|1988|3|337.9
17886|YATA?AN|1988|4|468.9
17886|YATA?AN|1988|5|579.8
17886|YATA?AN|1988|6|620.6
17886|YATA?AN|1988|7|625.0
17886|YATA?AN|1988|8|560.7
17886|YATA?AN|1988|10|331.6
17886|YATA?AN|1988|11|237.0
17886|YATA?AN|1988|12|164.7
17886|YATA?AN|1989|1|276.1
17886|YATA?AN|1989|2|344.6
17886|YATA?AN|1989|3|399.5
17886|YATA?AN|1989|4|537.4
17886|YATA?AN|1989|5|572.9
17886|YATA?AN|1989|6|638.0
17886|YATA?AN|1989|7|628.8
17886|YATA?AN|1989|8|563.3
17886|YATA?AN|1989|9|496.7
17886|YATA?AN|1989|10|344.8
17886|YATA?AN|1989|11|242.8
17886|YATA?AN|1989|12|197.8
17886|YATA?AN|1990|1|242.3
17886|YATA?AN|1990|2|310.4
17886|YATA?AN|1990|3|479.6
17886|YATA?AN|1990|4|503.8
17886|YATA?AN|1990|5|557.1
17886|YATA?AN|1990|6|649.1
17886|YATA?AN|1990|7|644.8
17886|YATA?AN|1990|8|582.4
17886|YATA?AN|1990|9|501.4
17886|YATA?AN|1990|10|361.6
17886|YATA?AN|1990|11|246.3
17886|YATA?AN|1990|12|168.0
17886|YATA?AN|1991|1|230.3
17886|YATA?AN|1991|2|279.9
17886|YATA?AN|1991|3|386.0
17886|YATA?AN|1991|4|494.4
17886|YATA?AN|1991|5|498.6
17886|YATA?AN|1991|6|662.3
17886|YATA?AN|1991|7|640.4
17886|YATA?AN|1991|8|566.9
17886|YATA?AN|1991|9|505.8
17886|YATA?AN|1991|10|331.6
17886|YATA?AN|1991|11|268.8
17886|YATA?AN|1991|12|186.8
17886|YATA?AN|1992|1|256.5
17886|YATA?AN|1992|2|318.4
17886|YATA?AN|1992|3|370.6
17886|YATA?AN|1992|4|507.8
17886|YATA?AN|1992|5|559.9
17886|YATA?AN|1992|6|614.8
17886|YATA?AN|1992|7|621.1
17886|YATA?AN|1992|8|579.1
17886|YATA?AN|1992|9|527.2
17886|YATA?AN|1992|10|358.9
17886|YATA?AN|1992|11|246.2
17886|YATA?AN|1992|12|203.4
17886|YATA?AN|1993|1|242.3
17886|YATA?AN|1993|2|318.0
17886|YATA?AN|1993|3|455.5
17886|YATA?AN|1993|4|501.2
17886|YATA?AN|1993|5|530.0
17886|YATA?AN|1993|6|670.5
17886|YATA?AN|1993|7|678.8
17886|YATA?AN|1993|8|586.2
17886|YATA?AN|1993|9|526.7
17886|YATA?AN|1993|10|380.8
17886|YATA?AN|1993|11|251.7
17886|YATA?AN|1993|12|182.0
17886|YATA?AN|1994|1|203.7
17886|YATA?AN|1994|2|278.5
17886|YATA?AN|1994|3|444.8
17886|YATA?AN|1994|4|486.1
17886|YATA?AN|1994|5|600.0
17886|YATA?AN|1994|6|675.3
17886|YATA?AN|1994|7|610.5
17886|YATA?AN|1994|8|578.2
17886|YATA?AN|1994|9|470.1
17886|YATA?AN|1994|10|304.2
17886|YATA?AN|1994|11|252.7
17886|YATA?AN|1994|12|193.2
17886|YATA?AN|1995|1|190.3
17886|YATA?AN|1995|2|307.0
17886|YATA?AN|1995|3|360.5
17886|YATA?AN|1995|4|499.6
17886|YATA?AN|1995|5|593.8
17886|YATA?AN|1995|6|643.0
17886|YATA?AN|1995|7|620.5
17886|YATA?AN|1995|8|577.3
17886|YATA?AN|1995|9|482.8
17886|YATA?AN|1995|10|378.3
17886|YATA?AN|1995|11|236.4
17886|YATA?AN|1995|12|176.0
17886|YATA?AN|1996|1|200.1
17886|YATA?AN|1996|2|250.3
17886|YATA?AN|1996|3|373.8
17886|YATA?AN|1996|4|500.8
17886|YATA?AN|1996|5|579.5
17886|YATA?AN|1996|6|655.0
17886|YATA?AN|1996|7|629.6
17886|YATA?AN|1996|8|574.5
17886|YATA?AN|1996|9|442.0
17886|YATA?AN|1996|10|355.1
17886|YATA?AN|1996|11|258.3
17886|YATA?AN|1996|12|167.0
17886|YATA?AN|1997|1|248.8
17886|YATA?AN|1997|2|308.6
17886|YATA?AN|1997|3|404.0
17886|YATA?AN|1997|4|419.5
17886|YATA?AN|1997|5|619.4
17886|YATA?AN|1997|6|617.1
17886|YATA?AN|1997|7|639.1
17886|YATA?AN|1997|8|542.8
17886|YATA?AN|1997|9|495.4
17886|YATA?AN|1997|10|318.4
17886|YATA?AN|1997|11|224.7
17886|YATA?AN|1997|12|173.2
17886|YATA?AN|1998|1|223.2
17886|YATA?AN|1998|2|324.2
17886|YATA?AN|1998|3|360.9
17886|YATA?AN|1998|4|480.5
17886|YATA?AN|1998|5|522.7
17886|YATA?AN|1998|6|647.2
17886|YATA?AN|1998|7|651.0
17886|YATA?AN|1998|8|568.9
17886|YATA?AN|1998|9|481.7
17886|YATA?AN|1998|10|356.1
17886|YATA?AN|1998|11|234.5
17886|YATA?AN|1998|12|152.2
17886|YATA?AN|1999|1|191.5
17886|YATA?AN|1999|2|271.9
17886|YATA?AN|1999|3|396.3
17886|YATA?AN|1999|4|507.4
17886|YATA?AN|1999|5|596.4
17886|YATA?AN|1999|6|656.7
17886|YATA?AN|1999|7|602.5
17886|YATA?AN|1999|8|547.3
17886|YATA?AN|1999|9|474.7
17886|YATA?AN|1999|10|374.6
17886|YATA?AN|1999|11|249.9
17886|YATA?AN|1999|12|178.0
17886|YATA?AN|2000|1|243.6
17886|YATA?AN|2000|2|299.9
17886|YATA?AN|2000|3|414.5
17886|YATA?AN|2000|4|471.0
17886|YATA?AN|2000|5|607.1
17886|YATA?AN|2000|6|658.1
17886|YATA?AN|2000|7|646.5
17886|YATA?AN|2000|8|571.9
17886|YATA?AN|2000|9|494.0
17886|YATA?AN|2000|10|363.1
17886|YATA?AN|2000|11|265.2
17886|YATA?AN|2000|12|214.7
17886|YATA?AN|2001|1|217.2
17886|YATA?AN|2001|2|297.4
17886|YATA?AN|2001|3|422.7
17886|YATA?AN|2001|4|466.1
17886|YATA?AN|2001|5|553.0
17886|YATA?AN|2001|6|671.9
17886|YATA?AN|2001|7|627.8
17886|YATA?AN|2001|8|540.4
17886|YATA?AN|2001|9|497.8
17886|YATA?AN|2001|10|386.0
17886|YATA?AN|2001|11|224.5
17886|YATA?AN|2001|12|145.2
17886|YATA?AN|2002|1|235.2
17886|YATA?AN|2002|2|319.6
17886|YATA?AN|2002|3|368.0
17886|YATA?AN|2002|4|442.2
17886|YATA?AN|2002|5|612.1
17886|YATA?AN|2002|6|630.0
17886|YATA?AN|2002|7|617.3
17886|YATA?AN|2002|8|571.2
17886|YATA?AN|2002|9|424.7
17886|YATA?AN|2002|10|358.8
17886|YATA?AN|2002|11|257.7
17886|YATA?AN|2002|12|156.9
17886|YATA?AN|2003|1|175.8
17886|YATA?AN|2003|2|276.7
17886|YATA?AN|2003|3|396.8
17886|YATA?AN|2003|4|449.4
17886|YATA?AN|2003|5|542.9
17886|YATA?AN|2003|6|627.1
17886|YATA?AN|2003|7|656.6
17886|YATA?AN|2003|8|577.7
17886|YATA?AN|2003|9|510.4
17886|YATA?AN|2003|10|362.3
17886|YATA?AN|2003|11|269.6
17886|YATA?AN|2003|12|168.6
17886|YATA?AN|2004|1|187.7
17886|YATA?AN|2004|2|288.7
17886|YATA?AN|2004|3|412.9
17886|YATA?AN|2004|4|458.8
17886|YATA?AN|2004|5|572.5
17886|YATA?AN|2004|6|612.8
17886|YATA?AN|2004|7|621.8
17886|YATA?AN|2004|8|562.5
17886|YATA?AN|2004|9|464.7
17886|YATA?AN|2004|10|355.1
17886|YATA?AN|2004|11|232.6
17886|YATA?AN|2004|12|179.8
17886|YATA?AN|2005|1|184.2
17886|YATA?AN|2005|2|242.6
17886|YATA?AN|2005|3|360.9
17886|YATA?AN|2005|4|462.6
17886|YATA?AN|2005|5|525.9
17886|YATA?AN|2005|6|619.8
17886|YATA?AN|2005|7|608.5
17886|YATA?AN|2005|8|562.9
17886|YATA?AN|2005|9|474.3
17886|YATA?AN|2005|10|360.2
17886|YATA?AN|2005|11|233.5
17886|YATA?AN|2005|12|181.8
17886|YATA?AN|2006|1|211.4
17886|YATA?AN|2006|2|244.0
17886|YATA?AN|2006|3|349.7
17886|YATA?AN|2006|4|454.9
17924|K?YCE??Z|1986|11|253.2
17924|K?YCE??Z|1986|12|166.0
17924|K?YCE??Z|1987|1|153.5
17924|K?YCE??Z|1987|2|219.6
17924|K?YCE??Z|1987|3|323.2
17924|K?YCE??Z|1987|4|372.4
17924|K?YCE??Z|1987|5|442.8
17924|K?YCE??Z|1987|6|537.0
17924|K?YCE??Z|1987|7|516.8
17924|K?YCE??Z|1987|8|479.9
17924|K?YCE??Z|1987|9|389.9
17924|K?YCE??Z|1987|10|296.1
17924|K?YCE??Z|1987|11|217.6
17924|K?YCE??Z|1987|12|182.7
17924|K?YCE??Z|1988|1|190.6
17924|K?YCE??Z|1988|2|216.0
17924|K?YCE??Z|1988|3|287.7
17924|K?YCE??Z|1988|4|390.6
17924|K?YCE??Z|1988|5|502.0
17924|K?YCE??Z|1988|6|527.4
17924|K?YCE??Z|1988|7|545.8
17924|K?YCE??Z|1988|8|508.0
17924|K?YCE??Z|1988|9|444.4
17924|K?YCE??Z|1988|10|307.0
17924|K?YCE??Z|1988|11|221.6
17924|K?YCE??Z|1988|12|166.7
17924|K?YCE??Z|1989|1|267.8
17924|K?YCE??Z|1989|2|314.1
17924|K?YCE??Z|1989|3|372.4
17924|K?YCE??Z|1989|4|486.1
17924|K?YCE??Z|1989|5|541.1
17924|K?YCE??Z|1989|6|590.4
17924|K?YCE??Z|1989|7|562.2
17924|K?YCE??Z|1989|8|500.2
17924|K?YCE??Z|1989|9|444.1
17924|K?YCE??Z|1989|10|311.4
17924|K?YCE??Z|1989|11|211.5
17924|K?YCE??Z|1989|12|196.8
17924|K?YCE??Z|1990|1|236.6
17924|K?YCE??Z|1990|2|266.4
17924|K?YCE??Z|1990|3|426.2
17924|K?YCE??Z|1990|4|446.4
17924|K?YCE??Z|1990|5|542.8
17924|K?YCE??Z|1990|6|602.9
17924|K?YCE??Z|1990|7|573.5
17924|K?YCE??Z|1990|8|534.3
17924|K?YCE??Z|1990|9|467.1
17924|K?YCE??Z|1990|10|324.5
17924|K?YCE??Z|1990|11|221.6
17924|K?YCE??Z|1990|12|152.0
17924|K?YCE??Z|1991|1|221.5
17924|K?YCE??Z|1991|2|245.9
17924|K?YCE??Z|1991|3|365.7
17924|K?YCE??Z|1991|4|457.1
17924|K?YCE??Z|1991|5|445.2
17924|K?YCE??Z|1991|6|591.1
17924|K?YCE??Z|1991|7|567.9
17924|K?YCE??Z|1991|8|517.4
17924|K?YCE??Z|1991|9|452.1
17924|K?YCE??Z|1991|10|302.4
17924|K?YCE??Z|1991|11|234.9
17924|K?YCE??Z|1991|12|166.8
17924|K?YCE??Z|1992|1|246.5
17924|K?YCE??Z|1992|2|297.9
17924|K?YCE??Z|1992|3|327.1
17924|K?YCE??Z|1992|4|466.7
17924|K?YCE??Z|1992|5|507.7
17924|K?YCE??Z|1992|6|560.8
17924|K?YCE??Z|1992|7|564.8
17924|K?YCE??Z|1992|8|521.7
17924|K?YCE??Z|1992|9|461.8
17924|K?YCE??Z|1992|10|319.7
17924|K?YCE??Z|1992|11|223.2
17924|K?YCE??Z|1992|12|195.2
17924|K?YCE??Z|1993|1|215.2
17924|K?YCE??Z|1993|2|276.8
17924|K?YCE??Z|1993|3|410.1
17924|K?YCE??Z|1993|4|468.4
17924|K?YCE??Z|1993|5|500.7
17924|K?YCE??Z|1993|6|611.7
17924|K?YCE??Z|1993|7|603.3
17924|K?YCE??Z|1993|8|542.4
17924|K?YCE??Z|1993|9|474.4
17924|K?YCE??Z|1993|10|347.2
17924|K?YCE??Z|1993|11|238.2
17924|K?YCE??Z|1993|12|177.0
17924|K?YCE??Z|1994|1|186.2
17924|K?YCE??Z|1994|2|259.1
17924|K?YCE??Z|1994|3|402.6
17924|K?YCE??Z|1994|4|450.2
17924|K?YCE??Z|1994|5|549.3
17924|K?YCE??Z|1994|6|637.9
17924|K?YCE??Z|1994|7|596.5
17924|K?YCE??Z|1994|8|554.7
17924|K?YCE??Z|1994|9|450.6
17924|K?YCE??Z|1994|10|288.6
17924|K?YCE??Z|1994|11|229.8
17924|K?YCE??Z|1994|12|191.0
17924|K?YCE??Z|1995|1|180.2
17924|K?YCE??Z|1995|2|291.8
17924|K?YCE??Z|1995|3|322.9
17924|K?YCE??Z|1995|5|566.6
17924|K?YCE??Z|1995|6|631.3
17924|K?YCE??Z|1995|7|583.6
17924|K?YCE??Z|1995|8|559.0
17924|K?YCE??Z|1995|9|466.7
17924|K?YCE??Z|1995|10|357.4
17924|K?YCE??Z|1995|11|217.9
17924|K?YCE??Z|1995|12|168.3
17924|K?YCE??Z|1996|1|203.7
17924|K?YCE??Z|1996|2|237.0
17924|K?YCE??Z|1996|3|371.3
17924|K?YCE??Z|1996|4|464.7
17924|K?YCE??Z|1996|5|561.3
17924|K?YCE??Z|1996|6|629.0
17924|K?YCE??Z|1996|7|597.3
17924|K?YCE??Z|1996|8|543.1
17924|K?YCE??Z|1996|9|423.8
17924|K?YCE??Z|1996|10|328.4
17924|K?YCE??Z|1996|11|237.4
17924|K?YCE??Z|1996|12|155.1
17924|K?YCE??Z|1997|1|227.1
17924|K?YCE??Z|1997|2|267.4
17924|K?YCE??Z|1997|3|337.1
17924|K?YCE??Z|1997|4|372.8
17924|K?YCE??Z|1997|5|520.7
17924|K?YCE??Z|1997|6|527.3
17924|K?YCE??Z|1997|7|546.9
17924|K?YCE??Z|1997|8|489.5
17924|K?YCE??Z|1997|9|409.9
17924|K?YCE??Z|1997|10|266.0
17924|K?YCE??Z|1997|11|185.8
17924|K?YCE??Z|1997|12|147.3
17924|K?YCE??Z|1998|1|188.6
17924|K?YCE??Z|1998|2|216.2
17924|K?YCE??Z|1998|3|298.9
17924|K?YCE??Z|1998|4|378.5
17924|K?YCE??Z|1998|5|397.2
17924|K?YCE??Z|1998|6|465.8
17924|K?YCE??Z|1998|7|448.4
17924|K?YCE??Z|1998|8|384.6
17924|K?YCE??Z|1998|9|331.2
17924|K?YCE??Z|1998|10|254.7
17924|K?YCE??Z|1998|11|170.3
17924|K?YCE??Z|1998|12|125.0
17924|K?YCE??Z|1999|1|140.9
17924|K?YCE??Z|1999|2|180.4
17924|K?YCE??Z|1999|3|245.7
17924|K?YCE??Z|1999|4|323.2
17924|K?YCE??Z|1999|5|370.6
17924|K?YCE??Z|1999|6|416.2
17924|K?YCE??Z|1999|7|383.0
17924|K?YCE??Z|1999|8|339.8
17924|K?YCE??Z|1999|9|298.9
17924|K?YCE??Z|1999|10|228.8
17924|K?YCE??Z|1999|11|166.5
17924|K?YCE??Z|1999|12|127.2
17924|K?YCE??Z|2000|1|157.9
17924|K?YCE??Z|2000|2|184.6
17924|K?YCE??Z|2000|3|260.2
17924|K?YCE??Z|2000|4|270.1
17924|K?YCE??Z|2000|5|346.7
17924|K?YCE??Z|2000|6|373.2
17924|K?YCE??Z|2000|7|352.9
17924|K?YCE??Z|2000|8|308.3
17924|K?YCE??Z|2000|9|271.1
17924|K?YCE??Z|2000|10|218.4
17924|K?YCE??Z|2000|11|155.3
17924|K?YCE??Z|2000|12|126.8
17924|K?YCE??Z|2001|1|123.8
17924|K?YCE??Z|2001|2|170.6
17924|K?YCE??Z|2001|3|244.6
17924|K?YCE??Z|2001|4|255.4
17924|K?YCE??Z|2001|5|291.4
17924|K?YCE??Z|2001|6|340.1
17924|K?YCE??Z|2001|7|316.7
17924|K?YCE??Z|2001|8|305.4
17924|K?YCE??Z|2001|9|284.0
17924|K?YCE??Z|2001|10|212.4
17924|K?YCE??Z|2001|11|120.2
17924|K?YCE??Z|2001|12|85.2
17924|K?YCE??Z|2002|1|141.9
17924|K?YCE??Z|2002|2|176.3
17924|K?YCE??Z|2002|3|205.8
17924|K?YCE??Z|2002|4|250.7
17924|K?YCE??Z|2002|5|317.2
17924|K?YCE??Z|2002|6|331.9
17924|K?YCE??Z|2002|7|309.0
17924|K?YCE??Z|2002|8|297.5
17924|K?YCE??Z|2002|9|234.5
17924|K?YCE??Z|2002|10|196.6
17924|K?YCE??Z|2002|11|131.8
17924|K?YCE??Z|2002|12|94.0
17924|K?YCE??Z|2003|1|94.8
17924|K?YCE??Z|2003|2|148.0
17924|K?YCE??Z|2003|3|231.5
17924|K?YCE??Z|2003|4|234.3
17924|K?YCE??Z|2003|5|303.4
17924|K?YCE??Z|2003|6|320.6
17924|K?YCE??Z|2003|7|330.5
17924|K?YCE??Z|2003|8|281.4
17924|K?YCE??Z|2003|9|244.7
17924|K?YCE??Z|2003|10|189.8
17924|K?YCE??Z|2003|11|149.6
17924|K?YCE??Z|2003|12|100.4
17924|K?YCE??Z|2004|1|95.2
17924|K?YCE??Z|2004|2|148.7
17924|K?YCE??Z|2004|3|209.9
17924|K?YCE??Z|2004|4|233.1
17924|K?YCE??Z|2004|5|287.1
17924|K?YCE??Z|2004|6|303.7
17924|K?YCE??Z|2004|7|306.8
17924|K?YCE??Z|2004|8|282.8
17924|K?YCE??Z|2004|9|238.3
17924|K?YCE??Z|2004|10|184.7
17924|K?YCE??Z|2004|11|117.1
17924|K?YCE??Z|2004|12|89.8
17924|K?YCE??Z|2005|1|97.6
