Istasyon_No|Istasyon_Adi|YIL|AY|TOPLAM_ACIK_YUZEY_BUHARLASMASI_mm
17298|MARMAR?S|2004|12|65.9
17298|MARMAR?S|2004|13|1660.2
17298|MARMAR?S|2005|1|56.3
17298|MARMAR?S|2005|2|67.1
17298|MARMAR?S|2005|3|111.3
17298|MARMAR?S|2005|4|145.6
17298|MARMAR?S|2005|5|218.4
17298|MARMAR?S|2005|6|283.5
17298|MARMAR?S|2005|7|319.0
17298|MARMAR?S|2005|8|293.2
17298|MARMAR?S|2005|9|211.3
17298|MARMAR?S|2005|10|136.1
17298|MARMAR?S|2005|11|97.6
17298|MARMAR?S|2005|12|39.4
17298|MARMAR?S|2005|13|1978.8
17298|MARMAR?S|2006|1|53.8
17298|MARMAR?S|2006|2|48.2
17298|MARMAR?S|2006|3|97.4
17298|MARMAR?S|2006|4|167.6
17298|MARMAR?S|2006|5|241.1
17298|MARMAR?S|2006|6|274.8
17298|MARMAR?S|2006|7|326.0
17298|MARMAR?S|2006|8|293.1
17298|MARMAR?S|2006|9|232.7
17298|MARMAR?S|2006|10|130.1
17298|MARMAR?S|2006|11|81.3
17298|MARMAR?S|2006|12|41.3
17298|MARMAR?S|2006|13|1987.4
17298|MARMAR?S|2007|1|46.5
17298|MARMAR?S|2007|2|44.5
17298|MARMAR?S|2007|3|98.8
17298|MARMAR?S|2007|4|173.5
17298|MARMAR?S|2007|5|210.3
17298|MARMAR?S|2007|6|286.4
17298|MARMAR?S|2007|7|378.2
17298|MARMAR?S|2007|8|304.4
17298|MARMAR?S|2007|9|243.0
17298|MARMAR?S|2007|10|144.3
17298|MARMAR?S|2007|11|71.9
17298|MARMAR?S|2007|12|45.2
17298|MARMAR?S|2007|13|2047.0
17298|MARMAR?S|2008|1|55.8
17298|MARMAR?S|2008|2|54.4
17298|MARMAR?S|2008|3|127.4
17298|MARMAR?S|2008|4|141.1
17298|MARMAR?S|2008|5|241.9
17298|MARMAR?S|2008|6|329.9
17298|MARMAR?S|2008|7|343.5
17298|MARMAR?S|2008|8|314.5
17298|MARMAR?S|2008|9|205.8
17298|MARMAR?S|2008|10|135.7
17298|MARMAR?S|2008|11|85.8
17298|MARMAR?S|2008|12|60.6
17298|MARMAR?S|2008|13|2096.4
17298|MARMAR?S|2009|1|37.1
17298|MARMAR?S|2009|2|41.6
17298|MARMAR?S|2009|3|113.4
17298|MARMAR?S|2009|4|148.1
17298|MARMAR?S|2009|5|216.3
17298|MARMAR?S|2009|6|287.1
17298|MARMAR?S|2009|7|355.7
17298|MARMAR?S|2009|8|297.7
17298|MARMAR?S|2009|9|208.6
17298|MARMAR?S|2009|10|129.1
17298|MARMAR?S|2009|11|67.9
17298|MARMAR?S|2009|12|48.5
17298|MARMAR?S|2009|13|1951.1
17298|MARMAR?S|2010|1|74.7
17298|MARMAR?S|2010|2|82.9
17298|MARMAR?S|2010|3|118.1
17298|MARMAR?S|2010|4|133.3
17298|MARMAR?S|2010|5|189.4
17298|MARMAR?S|2010|6|236.5
17298|MARMAR?S|2010|7|300.6
17298|MARMAR?S|2010|8|265.0
17298|MARMAR?S|2010|9|213.0
17298|MARMAR?S|2010|10|111.3
17298|MARMAR?S|2010|11|84.7
17298|MARMAR?S|2010|12|55.3
17298|MARMAR?S|2010|13|1864.8
17298|MARMAR?S|2011|1|59.2
17298|MARMAR?S|2011|2|63.4
17298|MARMAR?S|2011|3|100.6
17298|MARMAR?S|2011|4|102.7
17298|MARMAR?S|2011|5|167.5
17298|MARMAR?S|2011|6|252.7
17298|MARMAR?S|2011|7|308.7
17298|MARMAR?S|2011|8|302.1
17298|MARMAR?S|2011|9|223.6
17298|MARMAR?S|2011|10|117.0
17298|MARMAR?S|2011|11|70.8
17298|MARMAR?S|2011|12|40.7
17298|MARMAR?S|2011|13|1809.0
17298|MARMAR?S|2012|1|29.2
17298|MARMAR?S|2012|2|41.0
17298|MARMAR?S|2012|3|91.4
17298|MARMAR?S|2012|4|122.4
17298|MARMAR?S|2012|5|166.7
17298|MARMAR?S|2012|6|275.9
17298|MARMAR?S|2012|7|337.6
17298|MARMAR?S|2012|8|315.0
17298|MARMAR?S|2012|9|202.9
17298|MARMAR?S|2012|10|114.7
17298|MARMAR?S|2012|11|77.4
17298|MARMAR?S|2012|12|42.1
17298|MARMAR?S|2012|13|1816.3
17298|MARMAR?S|2013|1|48.7
17298|MARMAR?S|2013|2|56.6
17298|MARMAR?S|2013|3|85.1
17298|MARMAR?S|2013|4|141.0
17298|MARMAR?S|2013|5|206.0
17298|MARMAR?S|2013|6|249.5
17298|MARMAR?S|2013|7|306.3
17298|MARMAR?S|2013|8|286.9
17298|MARMAR?S|2013|9|234.6
17298|MARMAR?S|2013|10|120.0
17298|MARMAR?S|2013|11|55.8
17298|MARMAR?S|2013|12|16.5
17298|MARMAR?S|2013|13|1807.0
17298|MARMAR?S|2014|2|1.0
17298|MARMAR?S|2014|3|90.7
17298|MARMAR?S|2014|4|114.7
17298|MARMAR?S|2014|5|154.6
17298|MARMAR?S|2014|6|236.9
17298|MARMAR?S|2014|7|301.1
17298|MARMAR?S|2014|8|300.3
17298|MARMAR?S|2014|9|203.9
17298|MARMAR?S|2014|10|129.4
17298|MARMAR?S|2014|11|66.1
17298|MARMAR?S|2014|12|34.9
17298|MARMAR?S|2014|13|1633.6
17298|MARMAR?S|2015|1|24.8
17298|MARMAR?S|2015|2|49.6
17298|MARMAR?S|2015|3|71.3
17298|MARMAR?S|2015|4|143.4
17298|MARMAR?S|2015|5|184.7
17298|MARMAR?S|2015|6|215.2
17298|MARMAR?S|2015|7|311.1
17298|MARMAR?S|2015|8|261.3
17298|MARMAR?S|2015|9|190.5
17298|MARMAR?S|2015|10|102.1
17298|MARMAR?S|2015|11|58.1
17298|MARMAR?S|2015|12|50.9
17298|MARMAR?S|2015|13|1663.0
17298|MARMAR?S|2016|1|27.4
17298|MARMAR?S|2016|2|58.2
17298|MARMAR?S|2016|3|91.0
17298|MARMAR?S|2016|4|149.2
17298|MARMAR?S|2016|5|161.2
17298|MARMAR?S|2016|6|246.3
17298|MARMAR?S|2016|7|300.9
17298|MARMAR?S|2016|8|244.0
17298|MARMAR?S|2016|9|187.3
17298|MARMAR?S|2016|10|119.4
17298|MARMAR?S|2016|11|59.1
17298|MARMAR?S|2016|12|46.5
17298|MARMAR?S|2016|13|1690.5
17298|MARMAR?S|2017|1|15.4
17298|MARMAR?S|2017|2|47.1
17298|MARMAR?S|2017|3|81.8
17298|MARMAR?S|2017|4|117.4
17298|MARMAR?S|2017|5|170.8
17298|MARMAR?S|2017|6|240.7
17298|MARMAR?S|2017|7|288.4
17298|MARMAR?S|2017|8|249.2
17298|MARMAR?S|2017|9|186.1
17298|MARMAR?S|2017|10|93.5
17298|MARMAR?S|2017|11|53.2
17298|MARMAR?S|2017|12|39.6
17298|MARMAR?S|2017|13|1583.2
17298|MARMAR?S|2018|1|42.2
17298|MARMAR?S|2018|2|41.5
17298|MARMAR?S|2018|3|64.5
17298|MARMAR?S|2018|4|137.3
17298|MARMAR?S|2018|5|156.9
17298|MARMAR?S|2018|6|180.4
17298|MARMAR?S|2018|7|272.2
17298|MARMAR?S|2018|8|223.6
17298|MARMAR?S|2018|9|184.9
17298|MARMAR?S|2018|10|93.2
17298|MARMAR?S|2018|11|58.2
17298|MARMAR?S|2018|12|32.5
17298|MARMAR?S|2018|13|1487.4
17298|MARMAR?S|2019|1|22.1
17298|MARMAR?S|2019|2|38.3
17298|MARMAR?S|2019|3|83.3
17298|MARMAR?S|2019|4|101.5
17298|MARMAR?S|2019|5|151.5
17298|MARMAR?S|2019|6|209.9
17298|MARMAR?S|2019|7|260.9
17298|MARMAR?S|2019|8|251.7
17298|MARMAR?S|2019|9|166.6
17298|MARMAR?S|2019|10|86.0
17298|MARMAR?S|2019|11|40.9
17298|MARMAR?S|2019|12|36.7
17298|MARMAR?S|2019|13|1449.4
17298|MARMAR?S|2020|1|46.6
17298|MARMAR?S|2020|2|34.1
17298|MARMAR?S|2020|3|74.1
17298|MARMAR?S|2020|4|107.8
17298|MARMAR?S|2020|5|156.9
17298|MARMAR?S|2020|6|166.9
17298|MARMAR?S|2020|7|221.4
17298|MARMAR?S|2020|8|237.1
17298|MARMAR?S|2020|9|155.1
17298|MARMAR?S|2020|10|78.6
17298|MARMAR?S|2020|11|52.7
17298|MARMAR?S|2020|12|34.9
17298|MARMAR?S|2020|13|1366.2
17298|MARMAR?S|2021|1|25.8
17298|MARMAR?S|2021|2|39.0
17298|MARMAR?S|2021|3|55.5
17298|MARMAR?S|2021|4|110.8
17298|MARMAR?S|2021|5|178.4
17298|MARMAR?S|2021|6|220.7
17824|G?NEY|2004|1|8.1
17824|G?NEY|2004|3|2.1
17824|G?NEY|2004|9|1.2
17824|G?NEY|2004|10|1.2
17824|G?NEY|2004|11|1.2
17824|G?NEY|2004|12|2.3
17824|G?NEY|2004|13|16.1
17860|NAZ?LL?|1962|8|324.5
17860|NAZ?LL?|1962|9|201.4
17860|NAZ?LL?|1962|10|88.8
17860|NAZ?LL?|1962|11|42.5
17860|NAZ?LL?|1962|12|36.8
17860|NAZ?LL?|1962|13|694.0
17860|NAZ?LL?|1963|1|33.5
17860|NAZ?LL?|1963|2|39.0
17860|NAZ?LL?|1963|3|61.5
17860|NAZ?LL?|1963|4|145.2
17860|NAZ?LL?|1963|5|183.1
17860|NAZ?LL?|1963|6|275.6
17860|NAZ?LL?|1963|7|313.4
17860|NAZ?LL?|1963|8|284.9
17860|NAZ?LL?|1963|9|232.0
17860|NAZ?LL?|1963|10|122.2
17860|NAZ?LL?|1963|11|59.6
17860|NAZ?LL?|1963|12|46.5
17860|NAZ?LL?|1963|13|1796.5
17860|NAZ?LL?|1964|1|19.7
17860|NAZ?LL?|1964|2|51.8
17860|NAZ?LL?|1964|3|83.2
17860|NAZ?LL?|1964|4|196.9
17860|NAZ?LL?|1964|5|230.7
17860|NAZ?LL?|1964|6|278.0
17860|NAZ?LL?|1964|7|334.4
17860|NAZ?LL?|1964|8|295.2
17860|NAZ?LL?|1964|9|196.1
17860|NAZ?LL?|1964|10|123.7
17860|NAZ?LL?|1964|11|77.2
17860|NAZ?LL?|1964|12|43.3
17860|NAZ?LL?|1964|13|1930.2
17860|NAZ?LL?|1965|1|35.5
17860|NAZ?LL?|1965|2|45.6
17860|NAZ?LL?|1965|3|103.5
17860|NAZ?LL?|1965|4|107.1
17860|NAZ?LL?|1965|5|174.4
17860|NAZ?LL?|1965|6|317.2
17860|NAZ?LL?|1965|7|368.7
17860|NAZ?LL?|1965|8|239.4
17860|NAZ?LL?|1965|9|197.2
17860|NAZ?LL?|1965|10|150.9
17860|NAZ?LL?|1965|11|57.7
17860|NAZ?LL?|1965|12|48.9
17860|NAZ?LL?|1965|13|1846.1
17860|NAZ?LL?|1966|1|40.2
17860|NAZ?LL?|1966|2|70.8
17860|NAZ?LL?|1966|3|72.5
17860|NAZ?LL?|1966|4|128.8
17860|NAZ?LL?|1966|5|176.6
17860|NAZ?LL?|1966|6|245.2
17860|NAZ?LL?|1966|7|375.4
17860|NAZ?LL?|1966|8|387.4
17860|NAZ?LL?|1966|9|167.0
17860|NAZ?LL?|1966|10|88.4
17860|NAZ?LL?|1966|11|53.5
17860|NAZ?LL?|1966|12|29.5
17860|NAZ?LL?|1966|13|1835.3
17860|NAZ?LL?|1967|1|30.4
17860|NAZ?LL?|1967|2|25.0
17860|NAZ?LL?|1967|3|52.9
17860|NAZ?LL?|1967|4|109.2
17860|NAZ?LL?|1967|5|197.6
17860|NAZ?LL?|1967|6|255.2
17860|NAZ?LL?|1967|7|305.4
17860|NAZ?LL?|1967|8|299.8
17860|NAZ?LL?|1967|9|142.0
17860|NAZ?LL?|1967|10|66.5
17860|NAZ?LL?|1967|11|27.8
17860|NAZ?LL?|1967|12|24.2
17860|NAZ?LL?|1967|13|1536.0
17860|NAZ?LL?|1968|1|16.7
17860|NAZ?LL?|1968|2|29.3
17860|NAZ?LL?|1968|3|59.6
17860|NAZ?LL?|1968|4|111.2
17860|NAZ?LL?|1968|5|235.8
17860|NAZ?LL?|1968|6|279.4
17860|NAZ?LL?|1968|7|449.2
17860|NAZ?LL?|1968|8|270.8
17860|NAZ?LL?|1968|9|155.6
17860|NAZ?LL?|1968|10|54.3
17860|NAZ?LL?|1968|11|32.2
17860|NAZ?LL?|1968|12|22.5
17860|NAZ?LL?|1968|13|1716.6
17860|NAZ?LL?|1978|4|89.4
17860|NAZ?LL?|1978|5|168.8
17860|NAZ?LL?|1978|6|209.5
17860|NAZ?LL?|1978|7|258.7
17860|NAZ?LL?|1978|8|218.6
17860|NAZ?LL?|1978|9|125.8
17860|NAZ?LL?|1978|10|83.6
17860|NAZ?LL?|1978|11|53.3
17860|NAZ?LL?|1978|13|1207.7
17860|NAZ?LL?|1979|4|106.4
17860|NAZ?LL?|1979|5|142.3
17860|NAZ?LL?|1979|6|191.8
17860|NAZ?LL?|1979|7|219.3
17860|NAZ?LL?|1979|8|204.4
17860|NAZ?LL?|1979|9|171.7
17860|NAZ?LL?|1979|10|87.9
17860|NAZ?LL?|1979|11|41.4
17860|NAZ?LL?|1979|13|1165.2
17860|NAZ?LL?|1980|4|84.3
17860|NAZ?LL?|1980|5|151.6
17860|NAZ?LL?|1980|6|194.1
17860|NAZ?LL?|1980|7|246.3
17860|NAZ?LL?|1980|8|228.5
17860|NAZ?LL?|1980|9|152.3
17860|NAZ?LL?|1980|10|91.6
17860|NAZ?LL?|1980|11|44.0
17860|NAZ?LL?|1980|13|1192.7
17860|NAZ?LL?|1981|4|110.0
17860|NAZ?LL?|1981|5|140.4
17860|NAZ?LL?|1981|6|209.4
17860|NAZ?LL?|1981|7|231.5
17860|NAZ?LL?|1981|8|220.2
17860|NAZ?LL?|1981|9|153.0
17860|NAZ?LL?|1981|10|103.1
17860|NAZ?LL?|1981|11|54.3
17860|NAZ?LL?|1981|13|1221.9
17860|NAZ?LL?|1982|4|77.8
17860|NAZ?LL?|1982|5|147.4
17860|NAZ?LL?|1982|6|194.1
17860|NAZ?LL?|1982|7|223.4
17860|NAZ?LL?|1982|8|196.6
17860|NAZ?LL?|1982|9|198.3
17860|NAZ?LL?|1982|10|94.2
17860|NAZ?LL?|1982|11|71.2
17860|NAZ?LL?|1982|13|1203.0
17860|NAZ?LL?|1983|4|105.5
17860|NAZ?LL?|1983|5|163.0
17860|NAZ?LL?|1983|6|182.2
17860|NAZ?LL?|1983|7|228.4
17860|NAZ?LL?|1983|8|200.3
17860|NAZ?LL?|1983|9|149.0
17860|NAZ?LL?|1983|10|100.6
17860|NAZ?LL?|1983|11|46.2
17860|NAZ?LL?|1983|13|1175.2
17860|NAZ?LL?|1984|5|154.7
17860|NAZ?LL?|1984|6|204.3
17860|NAZ?LL?|1984|7|229.7
17860|NAZ?LL?|1984|8|199.7
17860|NAZ?LL?|1984|9|150.4
17860|NAZ?LL?|1984|10|108.8
17860|NAZ?LL?|1984|11|44.5
17860|NAZ?LL?|1984|13|1092.1
17860|NAZ?LL?|1985|4|123.3
17860|NAZ?LL?|1985|5|201.9
17860|NAZ?LL?|1985|6|253.4
17860|NAZ?LL?|1985|7|298.7
17860|NAZ?LL?|1985|8|264.2
17860|NAZ?LL?|1985|9|205.9
17860|NAZ?LL?|1985|10|122.6
17860|NAZ?LL?|1985|11|52.3
17860|NAZ?LL?|1985|12|32.6
17860|NAZ?LL?|1985|13|1554.9
17860|NAZ?LL?|1986|3|87.1
17860|NAZ?LL?|1986|4|139.7
17860|NAZ?LL?|1986|5|179.0
17860|NAZ?LL?|1986|6|208.8
17860|NAZ?LL?|1986|7|260.6
17860|NAZ?LL?|1986|8|226.3
17860|NAZ?LL?|1986|9|151.9
17860|NAZ?LL?|1986|10|111.0
17860|NAZ?LL?|1986|11|47.2
17860|NAZ?LL?|1986|12|31.5
17860|NAZ?LL?|1986|13|1443.1
17860|NAZ?LL?|1987|3|50.0
17860|NAZ?LL?|1987|4|107.5
17860|NAZ?LL?|1987|5|181.7
17860|NAZ?LL?|1987|6|242.8
17860|NAZ?LL?|1987|7|266.4
17860|NAZ?LL?|1987|8|243.8
17860|NAZ?LL?|1987|9|205.2
17860|NAZ?LL?|1987|10|130.8
17860|NAZ?LL?|1987|11|48.0
17860|NAZ?LL?|1987|12|26.6
17860|NAZ?LL?|1987|13|1502.8
17860|NAZ?LL?|1988|4|105.2
17860|NAZ?LL?|1988|5|195.8
17860|NAZ?LL?|1988|6|249.9
17860|NAZ?LL?|1988|7|318.7
17860|NAZ?LL?|1988|8|257.7
17860|NAZ?LL?|1988|9|208.6
17860|NAZ?LL?|1988|10|124.2
17860|NAZ?LL?|1988|11|50.8
17860|NAZ?LL?|1988|13|1510.9
17860|NAZ?LL?|1989|4|135.3
17860|NAZ?LL?|1989|5|144.4
17860|NAZ?LL?|1989|6|196.1
17860|NAZ?LL?|1989|7|276.8
17860|NAZ?LL?|1989|8|231.4
17860|NAZ?LL?|1989|9|175.5
17860|NAZ?LL?|1989|10|86.9
17860|NAZ?LL?|1989|11|41.7
17860|NAZ?LL?|1989|13|1288.1
17860|NAZ?LL?|1990|4|103.2
17860|NAZ?LL?|1990|5|147.4
17860|NAZ?LL?|1990|6|229.2
17860|NAZ?LL?|1990|7|264.0
17860|NAZ?LL?|1990|8|213.9
17860|NAZ?LL?|1990|9|154.5
17860|NAZ?LL?|1990|10|104.5
17860|NAZ?LL?|1990|11|42.1
17860|NAZ?LL?|1990|13|1258.8
17860|NAZ?LL?|1991|4|96.4
17860|NAZ?LL?|1991|5|122.4
17860|NAZ?LL?|1991|6|232.2
17860|NAZ?LL?|1991|7|291.4
17860|NAZ?LL?|1991|8|241.2
17860|NAZ?LL?|1991|9|160.7
17860|NAZ?LL?|1991|10|95.4
17860|NAZ?LL?|1991|13|1239.7
17860|NAZ?LL?|1992|4|93.5
17860|NAZ?LL?|1992|5|169.3
17860|NAZ?LL?|1992|6|221.3
17860|NAZ?LL?|1992|7|261.6
17860|NAZ?LL?|1992|8|265.6
17860|NAZ?LL?|1992|9|209.2
17860|NAZ?LL?|1992|10|110.2
17860|NAZ?LL?|1992|13|1330.7
17860|NAZ?LL?|1993|4|108.5
17860|NAZ?LL?|1993|5|113.8
17860|NAZ?LL?|1993|6|231.4
17860|NAZ?LL?|1993|7|278.0
17860|NAZ?LL?|1993|8|257.2
17860|NAZ?LL?|1993|9|189.1
17860|NAZ?LL?|1993|10|116.9
17860|NAZ?LL?|1993|13|1294.9
17860|NAZ?LL?|1994|4|82.9
17860|NAZ?LL?|1994|5|150.4
17860|NAZ?LL?|1994|6|236.8
17860|NAZ?LL?|1994|7|264.8
17860|NAZ?LL?|1994|8|245.6
17860|NAZ?LL?|1994|9|198.6
17860|NAZ?LL?|1994|10|93.6
17860|NAZ?LL?|1994|11|28.4
17860|NAZ?LL?|1994|13|1301.1
17860|NAZ?LL?|1995|4|80.1
17860|NAZ?LL?|1995|5|166.0
17860|NAZ?LL?|1995|6|226.1
17860|NAZ?LL?|1995|7|257.0
17860|NAZ?LL?|1995|8|219.6
17860|NAZ?LL?|1995|9|164.0
17860|NAZ?LL?|1995|10|127.3
17860|NAZ?LL?|1995|13|1240.1
17860|NAZ?LL?|1996|4|87.7
17860|NAZ?LL?|1996|5|173.1
17860|NAZ?LL?|1996|6|248.8
17860|NAZ?LL?|1996|7|277.7
17860|NAZ?LL?|1996|8|248.9
17860|NAZ?LL?|1996|9|135.6
17860|NAZ?LL?|1996|10|96.2
17860|NAZ?LL?|1996|13|1268.0
17860|NAZ?LL?|1997|4|63.6
17860|NAZ?LL?|1997|5|170.2
17860|NAZ?LL?|1997|6|199.1
17860|NAZ?LL?|1997|7|265.0
17860|NAZ?LL?|1997|8|206.4
17860|NAZ?LL?|1997|9|174.2
17860|NAZ?LL?|1997|10|76.5
17860|NAZ?LL?|1997|13|1155.0
17860|NAZ?LL?|1998|4|94.9
17860|NAZ?LL?|1998|5|109.5
17860|NAZ?LL?|1998|6|207.4
17860|NAZ?LL?|1998|7|253.0
17860|NAZ?LL?|1998|8|242.9
17860|NAZ?LL?|1998|9|146.6
17860|NAZ?LL?|1998|10|80.0
17860|NAZ?LL?|1998|13|1134.3
17860|NAZ?LL?|1999|4|111.9
17860|NAZ?LL?|1999|5|201.7
17860|NAZ?LL?|1999|6|259.8
17860|NAZ?LL?|1999|7|275.2
17860|NAZ?LL?|1999|8|278.1
17860|NAZ?LL?|1999|9|184.7
17860|NAZ?LL?|1999|10|124.7
17860|NAZ?LL?|1999|13|1436.1
17860|NAZ?LL?|2000|4|104.1
17860|NAZ?LL?|2000|5|169.0
17860|NAZ?LL?|2000|6|263.9
17860|NAZ?LL?|2000|7|309.4
17860|NAZ?LL?|2000|8|267.2
17860|NAZ?LL?|2000|9|188.2
17860|NAZ?LL?|2000|10|106.6
17860|NAZ?LL?|2000|13|1408.4
17860|NAZ?LL?|2001|4|86.5
17860|NAZ?LL?|2001|5|137.2
17860|NAZ?LL?|2001|6|240.0
17860|NAZ?LL?|2001|7|260.5
17860|NAZ?LL?|2001|8|225.0
17860|NAZ?LL?|2001|9|151.7
17860|NAZ?LL?|2001|10|113.9
17860|NAZ?LL?|2001|13|1214.8
17860|NAZ?LL?|2002|4|78.7
17860|NAZ?LL?|2002|5|156.1
17860|NAZ?LL?|2002|6|227.1
17860|NAZ?LL?|2002|7|223.9
17860|NAZ?LL?|2002|8|211.4
17860|NAZ?LL?|2002|9|117.2
17860|NAZ?LL?|2002|10|64.8
17860|NAZ?LL?|2002|11|19.9
17860|NAZ?LL?|2002|12|13.1
17860|NAZ?LL?|2002|13|1112.2
17860|NAZ?LL?|2003|4|93.9
17860|NAZ?LL?|2003|5|224.1
17860|NAZ?LL?|2003|6|306.1
17860|NAZ?LL?|2003|7|361.1
17860|NAZ?LL?|2003|8|314.5
17860|NAZ?LL?|2003|9|226.7
17860|NAZ?LL?|2003|10|125.9
17860|NAZ?LL?|2003|11|35.9
17860|NAZ?LL?|2003|12|19.0
17860|NAZ?LL?|2003|13|1707.2
17860|NAZ?LL?|2004|4|130.9
17860|NAZ?LL?|2004|5|225.3
17860|NAZ?LL?|2004|6|290.3
17860|NAZ?LL?|2004|7|350.7
17860|NAZ?LL?|2004|8|283.4
17860|NAZ?LL?|2004|9|219.2
17860|NAZ?LL?|2004|10|130.8
17860|NAZ?LL?|2004|11|41.5
17860|NAZ?LL?|2004|13|1672.1
17860|NAZ?LL?|2005|4|130.6
17860|NAZ?LL?|2005|5|210.1
17860|NAZ?LL?|2005|6|275.9
17860|NAZ?LL?|2005|7|302.3
17860|NAZ?LL?|2005|8|293.4
17860|NAZ?LL?|2005|9|219.3
17860|NAZ?LL?|2005|10|106.0
17860|NAZ?LL?|2005|11|30.9
17860|NAZ?LL?|2005|13|1568.5
17860|NAZ?LL?|2006|4|129.7
17860|NAZ?LL?|2006|5|212.7
17860|NAZ?LL?|2006|6|276.0
17860|NAZ?LL?|2006|7|316.5
17860|NAZ?LL?|2006|8|306.0
17860|NAZ?LL?|2006|9|201.0
17860|NAZ?LL?|2006|10|103.1
17860|NAZ?LL?|2006|11|31.1
17860|NAZ?LL?|2006|13|1576.1
17860|NAZ?LL?|2007|4|150.3
17860|NAZ?LL?|2007|5|237.8
17860|NAZ?LL?|2007|6|292.5
17860|NAZ?LL?|2007|7|383.1
17860|NAZ?LL?|2007|8|340.1
17860|NAZ?LL?|2007|9|247.4
17860|NAZ?LL?|2007|10|131.3
17860|NAZ?LL?|2007|11|24.9
17860|NAZ?LL?|2007|13|1807.4
17860|NAZ?LL?|2008|3|74.1
17860|NAZ?LL?|2008|4|115.1
17860|NAZ?LL?|2008|5|237.3
17860|NAZ?LL?|2008|6|317.0
17860|NAZ?LL?|2008|7|368.2
17860|NAZ?LL?|2008|8|332.6
17860|NAZ?LL?|2008|9|211.4
17860|NAZ?LL?|2008|10|108.6
17860|NAZ?LL?|2008|11|32.7
17860|NAZ?LL?|2008|12|3.9
17860|NAZ?LL?|2008|13|1800.9
17860|NAZ?LL?|2009|4|104.7
17860|NAZ?LL?|2009|5|206.6
17860|NAZ?LL?|2009|6|305.9
17860|NAZ?LL?|2009|7|349.7
17860|NAZ?LL?|2009|8|320.5
17860|NAZ?LL?|2009|9|182.6
17860|NAZ?LL?|2009|10|103.2
17860|NAZ?LL?|2009|11|20.9
17860|NAZ?LL?|2009|12|13.2
17860|NAZ?LL?|2009|13|1607.3
17860|NAZ?LL?|2010|4|121.7
17860|NAZ?LL?|2010|5|189.9
17860|NAZ?LL?|2010|6|205.6
17860|NAZ?LL?|2010|7|287.7
17860|NAZ?LL?|2010|8|287.1
17860|NAZ?LL?|2010|9|191.8
17860|NAZ?LL?|2010|10|75.3
17860|NAZ?LL?|2010|11|20.9
17860|NAZ?LL?|2010|12|4.5
17860|NAZ?LL?|2010|13|1384.5
17860|NAZ?LL?|2011|4|105.0
17860|NAZ?LL?|2011|5|161.3
17860|NAZ?LL?|2011|6|235.9
17860|NAZ?LL?|2011|7|310.2
17860|NAZ?LL?|2011|8|293.0
17860|NAZ?LL?|2011|9|210.8
17860|NAZ?LL?|2011|10|84.7
17860|NAZ?LL?|2011|11|39.5
17860|NAZ?LL?|2011|13|1440.4
17860|NAZ?LL?|2020|10|10.0
17860|NAZ?LL?|2020|13|10.0
17862|D?NAR|1995|5|191.4
17862|D?NAR|1995|6|243.1
17862|D?NAR|1995|7|267.7
17862|D?NAR|1995|8|290.7
17862|D?NAR|1995|9|227.7
17862|D?NAR|1995|13|1220.6
17862|D?NAR|1996|5|182.7
17862|D?NAR|1996|6|232.2
17862|D?NAR|1996|7|265.0
17862|D?NAR|1996|8|251.0
17862|D?NAR|1996|9|180.5
17862|D?NAR|1996|13|1111.4
17862|D?NAR|1997|5|194.0
17862|D?NAR|1997|6|203.4
17862|D?NAR|1997|7|307.8
17862|D?NAR|1997|8|199.2
17862|D?NAR|1997|9|188.8
17862|D?NAR|1997|13|1093.2
17862|D?NAR|1998|5|114.1
17862|D?NAR|1998|6|186.6
17862|D?NAR|1998|7|274.1
17862|D?NAR|1998|8|300.4
17862|D?NAR|1998|9|195.6
17862|D?NAR|1998|13|1070.8
17862|D?NAR|1999|5|180.2
17862|D?NAR|1999|6|201.6
17862|D?NAR|1999|7|278.6
17862|D?NAR|1999|8|242.3
17862|D?NAR|1999|9|178.6
17862|D?NAR|1999|10|102.8
17862|D?NAR|1999|13|1184.1
17862|D?NAR|2000|5|135.9
17862|D?NAR|2000|6|218.2
17862|D?NAR|2000|7|289.1
17862|D?NAR|2000|8|279.6
17862|D?NAR|2000|9|169.0
17862|D?NAR|2000|10|110.6
17862|D?NAR|2000|13|1202.4
17862|D?NAR|2001|5|145.6
17862|D?NAR|2001|6|276.6
17862|D?NAR|2001|7|293.4
17862|D?NAR|2001|8|262.2
17862|D?NAR|2001|9|197.5
17862|D?NAR|2001|10|154.8
17862|D?NAR|2001|13|1330.1
17862|D?NAR|2002|5|159.1
17862|D?NAR|2002|6|215.5
17862|D?NAR|2002|7|234.3
17862|D?NAR|2002|8|226.0
17862|D?NAR|2002|9|115.6
17862|D?NAR|2002|10|91.7
17862|D?NAR|2002|13|1042.2
17862|D?NAR|2003|5|161.8
17862|D?NAR|2003|6|223.7
17862|D?NAR|2003|7|299.8
17862|D?NAR|2003|8|264.8
17862|D?NAR|2003|9|171.3
17862|D?NAR|2003|10|72.7
17862|D?NAR|2003|13|1194.1
17862|D?NAR|2004|5|171.2
17862|D?NAR|2004|6|231.6
17862|D?NAR|2004|7|292.4
17862|D?NAR|2004|8|261.0
17862|D?NAR|2004|9|209.0
17862|D?NAR|2004|10|127.8
17862|D?NAR|2004|13|1293.0
17862|D?NAR|2005|5|156.7
