Istasyon_No|Istasyon_Adi|YIL|AY|MAKSIMUM_SICAKLIK_C
17860|NAZ?LL?|1965|4|26.2
17860|NAZ?LL?|1965|5|35.5
17860|NAZ?LL?|1965|6|38.4
17860|NAZ?LL?|1965|7|40.4
17860|NAZ?LL?|1965|8|38.6
17860|NAZ?LL?|1965|9|37.0
17860|NAZ?LL?|1965|10|33.4
17860|NAZ?LL?|1965|11|25.0
17860|NAZ?LL?|1965|12|21.4
17860|NAZ?LL?|1965|13|40.4
17860|NAZ?LL?|1966|1|17.0
17860|NAZ?LL?|1966|2|23.4
17860|NAZ?LL?|1966|3|25.5
17860|NAZ?LL?|1966|4|29.8
17860|NAZ?LL?|1966|5|31.8
17860|NAZ?LL?|1966|6|37.6
17860|NAZ?LL?|1966|7|41.0
17860|NAZ?LL?|1966|8|38.6
17860|NAZ?LL?|1966|9|34.4
17860|NAZ?LL?|1966|10|31.5
17860|NAZ?LL?|1966|11|30.6
17860|NAZ?LL?|1966|12|20.8
17860|NAZ?LL?|1966|13|41.0
17860|NAZ?LL?|1967|1|19.0
17860|NAZ?LL?|1967|2|19.0
17860|NAZ?LL?|1967|3|27.2
17860|NAZ?LL?|1967|4|32.2
17860|NAZ?LL?|1967|5|35.2
17860|NAZ?LL?|1967|6|35.6
17860|NAZ?LL?|1967|7|39.0
17860|NAZ?LL?|1967|8|38.4
17860|NAZ?LL?|1967|9|35.6
17860|NAZ?LL?|1967|10|32.2
17860|NAZ?LL?|1967|11|25.2
17860|NAZ?LL?|1967|12|21.5
17860|NAZ?LL?|1967|13|39.0
17860|NAZ?LL?|1968|1|17.8
17860|NAZ?LL?|1968|2|22.4
17860|NAZ?LL?|1968|3|23.4
17860|NAZ?LL?|1968|4|30.8
17860|NAZ?LL?|1968|5|36.6
17860|NAZ?LL?|1968|6|36.0
17860|NAZ?LL?|1968|7|41.6
17860|NAZ?LL?|1968|8|37.2
17860|NAZ?LL?|1968|9|37.0
17860|NAZ?LL?|1968|10|29.8
17860|NAZ?LL?|1968|11|22.6
17860|NAZ?LL?|1968|12|21.2
17860|NAZ?LL?|1968|13|41.6
17860|NAZ?LL?|1969|1|13.5
17860|NAZ?LL?|1971|11|26.9
17860|NAZ?LL?|1971|12|20.3
17860|NAZ?LL?|1972|1|19.1
17860|NAZ?LL?|1972|2|21.2
17860|NAZ?LL?|1972|3|26.8
17860|NAZ?LL?|1972|4|31.6
17860|NAZ?LL?|1972|5|38.2
17860|NAZ?LL?|1972|6|42.3
17860|NAZ?LL?|1972|7|38.8
17860|NAZ?LL?|1972|8|40.1
17860|NAZ?LL?|1972|9|39.4
17860|NAZ?LL?|1972|10|33.4
17860|NAZ?LL?|1972|11|25.4
17860|NAZ?LL?|1972|12|20.0
17860|NAZ?LL?|1972|13|42.3
17860|NAZ?LL?|1973|1|18.4
17860|NAZ?LL?|1973|2|23.0
17860|NAZ?LL?|1973|3|28.0
17860|NAZ?LL?|1973|4|28.5
17860|NAZ?LL?|1973|5|39.7
17860|NAZ?LL?|1973|6|41.8
17860|NAZ?LL?|1973|7|44.8
17860|NAZ?LL?|1973|8|40.0
17860|NAZ?LL?|1973|9|36.2
17860|NAZ?LL?|1973|10|33.0
17860|NAZ?LL?|1973|11|22.7
17860|NAZ?LL?|1973|12|19.3
17860|NAZ?LL?|1973|13|44.8
17860|NAZ?LL?|1974|1|14.3
17860|NAZ?LL?|1974|2|20.6
17860|NAZ?LL?|1974|3|25.1
17860|NAZ?LL?|1974|4|28.0
17860|NAZ?LL?|1974|5|32.7
17860|NAZ?LL?|1974|6|38.3
17860|NAZ?LL?|1974|7|41.0
17860|NAZ?LL?|1974|8|41.3
17860|NAZ?LL?|1974|9|35.2
17860|NAZ?LL?|1974|10|33.5
17860|NAZ?LL?|1974|11|24.0
17860|NAZ?LL?|1974|12|15.8
17860|NAZ?LL?|1974|13|41.3
17860|NAZ?LL?|1975|1|15.7
17860|NAZ?LL?|1975|2|18.8
17860|NAZ?LL?|1975|3|26.8
17860|NAZ?LL?|1975|4|30.4
17860|NAZ?LL?|1975|5|33.2
17860|NAZ?LL?|1975|6|37.5
17860|NAZ?LL?|1975|7|40.6
17860|NAZ?LL?|1975|8|38.4
17860|NAZ?LL?|1975|9|35.6
17860|NAZ?LL?|1975|10|31.5
17860|NAZ?LL?|1975|11|25.8
17860|NAZ?LL?|1975|12|17.5
17860|NAZ?LL?|1975|13|40.6
17860|NAZ?LL?|1976|1|18.5
17860|NAZ?LL?|1976|2|18.0
17860|NAZ?LL?|1976|3|24.2
17860|NAZ?LL?|1976|4|28.7
17860|NAZ?LL?|1976|5|31.1
17860|NAZ?LL?|1976|6|36.5
17860|NAZ?LL?|1976|7|38.0
17860|NAZ?LL?|1976|8|35.6
17860|NAZ?LL?|1976|9|34.4
17860|NAZ?LL?|1976|10|34.4
17860|NAZ?LL?|1976|11|26.0
17860|NAZ?LL?|1976|12|22.8
17860|NAZ?LL?|1976|13|38.0
17860|NAZ?LL?|1977|1|20.0
17860|NAZ?LL?|1977|2|24.0
17860|NAZ?LL?|1977|3|30.4
17860|NAZ?LL?|1977|4|29.8
17860|NAZ?LL?|1977|5|37.4
17860|NAZ?LL?|1977|6|38.0
17860|NAZ?LL?|1977|7|41.4
17860|NAZ?LL?|1977|8|41.3
17860|NAZ?LL?|1977|9|36.6
17860|NAZ?LL?|1977|10|31.0
17860|NAZ?LL?|1977|11|26.4
17860|NAZ?LL?|1977|12|21.0
17860|NAZ?LL?|1977|13|41.4
17860|NAZ?LL?|1978|1|16.7
17860|NAZ?LL?|1978|2|23.0
17860|NAZ?LL?|1978|3|25.2
17860|NAZ?LL?|1978|4|27.4
17860|NAZ?LL?|1978|5|33.5
17860|NAZ?LL?|1978|6|39.3
17860|NAZ?LL?|1978|7|41.6
17860|NAZ?LL?|1978|8|38.0
17860|NAZ?LL?|1978|9|34.6
17860|NAZ?LL?|1978|10|34.2
17860|NAZ?LL?|1978|11|22.2
17860|NAZ?LL?|1978|12|20.0
17860|NAZ?LL?|1978|13|41.6
17860|NAZ?LL?|1979|1|20.5
17860|NAZ?LL?|1979|2|23.2
17860|NAZ?LL?|1979|3|27.0
17860|NAZ?LL?|1979|4|32.3
17860|NAZ?LL?|1979|5|32.4
17860|NAZ?LL?|1979|6|39.5
17860|NAZ?LL?|1979|7|39.6
17860|NAZ?LL?|1979|8|39.4
17860|NAZ?LL?|1979|9|38.8
17860|NAZ?LL?|1979|10|33.3
17860|NAZ?LL?|1979|11|26.3
17860|NAZ?LL?|1979|12|20.2
17860|NAZ?LL?|1979|13|39.6
17860|NAZ?LL?|1980|1|19.2
17860|NAZ?LL?|1980|2|18.5
17860|NAZ?LL?|1980|3|25.5
17860|NAZ?LL?|1980|4|25.4
17860|NAZ?LL?|1980|5|37.0
17860|NAZ?LL?|1980|6|39.9
17860|NAZ?LL?|1980|7|43.0
17860|NAZ?LL?|1980|8|39.5
17860|NAZ?LL?|1980|9|32.9
17860|NAZ?LL?|1980|10|32.6
17860|NAZ?LL?|1980|11|27.0
17860|NAZ?LL?|1980|12|22.1
17860|NAZ?LL?|1980|13|43.0
17860|NAZ?LL?|1981|1|14.8
17860|NAZ?LL?|1981|2|20.0
17860|NAZ?LL?|1981|3|25.6
17860|NAZ?LL?|1981|4|30.2
17860|NAZ?LL?|1981|5|35.5
17860|NAZ?LL?|1981|6|40.3
17860|NAZ?LL?|1981|7|38.6
17860|NAZ?LL?|1981|8|38.0
17860|NAZ?LL?|1981|9|35.0
17860|NAZ?LL?|1981|10|32.5
17860|NAZ?LL?|1981|11|26.0
17860|NAZ?LL?|1981|12|20.0
17860|NAZ?LL?|1981|13|40.3
17860|NAZ?LL?|1982|1|20.4
17860|NAZ?LL?|1982|2|19.4
17860|NAZ?LL?|1982|3|22.7
17860|NAZ?LL?|1982|4|29.5
17860|NAZ?LL?|1982|5|36.0
17860|NAZ?LL?|1982|6|40.6
17860|NAZ?LL?|1982|7|36.5
17860|NAZ?LL?|1982|8|37.2
17860|NAZ?LL?|1982|9|37.3
17860|NAZ?LL?|1982|10|31.4
17860|NAZ?LL?|1982|11|25.6
17860|NAZ?LL?|1982|12|21.0
17860|NAZ?LL?|1982|13|40.6
17860|NAZ?LL?|1983|1|16.9
17860|NAZ?LL?|1983|2|20.6
17860|NAZ?LL?|1983|3|27.3
17860|NAZ?LL?|1983|4|31.6
17860|NAZ?LL?|1983|5|32.7
17860|NAZ?LL?|1983|6|37.2
17860|NAZ?LL?|1983|7|37.5
17860|NAZ?LL?|1983|8|38.4
17860|NAZ?LL?|1983|9|36.5
17860|NAZ?LL?|1983|10|30.3
17860|NAZ?LL?|1983|11|27.9
17860|NAZ?LL?|1983|12|18.5
17860|NAZ?LL?|1983|13|38.4
17860|NAZ?LL?|1984|1|17.2
17860|NAZ?LL?|1984|2|21.9
17860|NAZ?LL?|1984|3|22.7
17860|NAZ?LL?|1984|4|26.0
17860|NAZ?LL?|1984|5|34.8
17860|NAZ?LL?|1984|6|37.5
17860|NAZ?LL?|1984|7|40.6
17860|NAZ?LL?|1984|8|36.2
17860|NAZ?LL?|1984|9|36.0
17860|NAZ?LL?|1984|10|37.9
17860|NAZ?LL?|1984|11|23.5
17860|NAZ?LL?|1984|12|18.5
17860|NAZ?LL?|1984|13|40.6
17860|NAZ?LL?|1985|1|19.0
17860|NAZ?LL?|1985|2|20.4
17860|NAZ?LL?|1985|3|23.0
17860|NAZ?LL?|1985|4|30.6
17860|NAZ?LL?|1985|5|34.5
17860|NAZ?LL?|1985|6|36.0
17860|NAZ?LL?|1985|7|40.2
17860|NAZ?LL?|1985|8|39.4
17860|NAZ?LL?|1985|9|35.8
17860|NAZ?LL?|1985|10|32.3
17860|NAZ?LL?|1985|11|26.0
17860|NAZ?LL?|1985|12|19.9
17860|NAZ?LL?|1985|13|40.2
17860|NAZ?LL?|1986|1|17.5
17860|NAZ?LL?|1986|2|19.1
17860|NAZ?LL?|1986|3|24.8
17860|NAZ?LL?|1986|4|30.0
17860|NAZ?LL?|1986|5|31.6
17860|NAZ?LL?|1986|6|35.2
17860|NAZ?LL?|1986|7|39.0
17860|NAZ?LL?|1986|8|38.5
17860|NAZ?LL?|1986|9|36.6
17860|NAZ?LL?|1986|10|29.5
17860|NAZ?LL?|1986|11|21.6
17860|NAZ?LL?|1986|12|19.3
17860|NAZ?LL?|1986|13|39.0
17860|NAZ?LL?|1987|1|19.5
17860|NAZ?LL?|1987|2|20.3
17860|NAZ?LL?|1987|3|22.8
17860|NAZ?LL?|1987|4|25.2
17860|NAZ?LL?|1987|5|34.6
17860|NAZ?LL?|1987|6|37.7
17860|NAZ?LL?|1987|7|42.0
17860|NAZ?LL?|1987|8|39.2
17860|NAZ?LL?|1987|9|37.0
17860|NAZ?LL?|1987|10|34.0
17860|NAZ?LL?|1987|11|22.5
17860|NAZ?LL?|1987|12|20.8
17860|NAZ?LL?|1987|13|42.0
17860|NAZ?LL?|1988|1|20.5
17860|NAZ?LL?|1988|2|19.0
17860|NAZ?LL?|1988|3|21.5
17860|NAZ?LL?|1988|4|27.6
17860|NAZ?LL?|1988|5|37.0
17860|NAZ?LL?|1988|6|37.7
17860|NAZ?LL?|1988|7|43.0
17860|NAZ?LL?|1988|8|38.5
17860|NAZ?LL?|1988|9|36.2
17860|NAZ?LL?|1988|10|29.5
17860|NAZ?LL?|1988|11|21.0
17860|NAZ?LL?|1988|12|21.3
17860|NAZ?LL?|1988|13|43.0
17860|NAZ?LL?|1989|1|16.5
17860|NAZ?LL?|1989|2|24.5
17860|NAZ?LL?|1989|3|25.9
17860|NAZ?LL?|1989|4|32.9
17860|NAZ?LL?|1989|5|35.7
17860|NAZ?LL?|1989|6|37.0
17860|NAZ?LL?|1989|7|39.0
17860|NAZ?LL?|1989|8|38.3
17860|NAZ?LL?|1989|9|34.6
17860|NAZ?LL?|1989|10|28.4
17860|NAZ?LL?|1989|11|26.2
17860|NAZ?LL?|1989|12|20.4
17860|NAZ?LL?|1989|13|39.0
17860|NAZ?LL?|1990|1|17.3
17860|NAZ?LL?|1990|2|20.2
17860|NAZ?LL?|1990|3|25.8
17860|NAZ?LL?|1990|4|30.0
17860|NAZ?LL?|1990|5|38.8
17860|NAZ?LL?|1990|6|38.6
17860|NAZ?LL?|1990|7|39.8
17860|NAZ?LL?|1990|8|38.4
17860|NAZ?LL?|1990|9|36.2
17860|NAZ?LL?|1990|10|34.2
17860|NAZ?LL?|1990|11|29.0
17860|NAZ?LL?|1990|12|21.0
17860|NAZ?LL?|1990|13|39.8
17860|NAZ?LL?|1991|1|18.6
17860|NAZ?LL?|1991|2|19.1
17860|NAZ?LL?|1991|3|27.1
17860|NAZ?LL?|1991|4|30.1
17860|NAZ?LL?|1991|5|30.7
17860|NAZ?LL?|1991|6|38.3
17860|NAZ?LL?|1991|7|38.4
17860|NAZ?LL?|1991|8|38.2
17860|NAZ?LL?|1991|9|35.5
17860|NAZ?LL?|1991|10|36.2
17860|NAZ?LL?|1991|11|23.8
17860|NAZ?LL?|1991|12|15.4
17860|NAZ?LL?|1991|13|38.4
17860|NAZ?LL?|1992|1|15.2
17860|NAZ?LL?|1992|2|18.8
17860|NAZ?LL?|1992|3|23.5
17860|NAZ?LL?|1992|4|32.2
17860|NAZ?LL?|1992|5|32.0
17860|NAZ?LL?|1992|6|38.0
17860|NAZ?LL?|1992|7|41.5
17860|NAZ?LL?|1992|8|39.8
17860|NAZ?LL?|1992|9|38.0
17860|NAZ?LL?|1992|10|35.3
17860|NAZ?LL?|1992|11|28.3
17860|NAZ?LL?|1992|12|19.2
17860|NAZ?LL?|1992|13|41.5
17860|NAZ?LL?|1993|1|17.6
17860|NAZ?LL?|1993|2|20.4
17860|NAZ?LL?|1993|3|24.2
17860|NAZ?LL?|1993|4|30.9
17860|NAZ?LL?|1993|5|35.1
17860|NAZ?LL?|1993|6|38.6
17860|NAZ?LL?|1993|7|39.0
17860|NAZ?LL?|1993|8|40.0
17860|NAZ?LL?|1993|9|36.0
17860|NAZ?LL?|1993|10|34.2
17860|NAZ?LL?|1993|11|27.1
17860|NAZ?LL?|1993|12|18.8
17860|NAZ?LL?|1993|13|40.0
17860|NAZ?LL?|1994|1|18.0
17860|NAZ?LL?|1994|2|20.3
17860|NAZ?LL?|1994|3|22.3
17860|NAZ?LL?|1994|4|30.2
17860|NAZ?LL?|1994|5|37.5
17860|NAZ?LL?|1994|6|38.4
17860|NAZ?LL?|1994|7|40.1
17860|NAZ?LL?|1994|8|41.5
17860|NAZ?LL?|1994|9|38.8
17860|NAZ?LL?|1994|10|34.2
17860|NAZ?LL?|1994|11|27.3
17860|NAZ?LL?|1994|12|16.6
17860|NAZ?LL?|1994|13|41.5
17860|NAZ?LL?|1995|1|22.0
17860|NAZ?LL?|1995|2|21.2
17860|NAZ?LL?|1995|3|22.1
17860|NAZ?LL?|1995|4|27.3
17860|NAZ?LL?|1995|5|36.2
17860|NAZ?LL?|1995|6|39.0
17860|NAZ?LL?|1995|7|38.0
17860|NAZ?LL?|1995|8|37.3
17860|NAZ?LL?|1995|9|36.0
17860|NAZ?LL?|1995|10|29.7
17860|NAZ?LL?|1995|11|22.3
17860|NAZ?LL?|1995|12|20.3
17860|NAZ?LL?|1995|13|39.0
17860|NAZ?LL?|1996|1|15.9
17860|NAZ?LL?|1996|2|19.9
17860|NAZ?LL?|1996|3|22.6
17860|NAZ?LL?|1996|4|28.7
17860|NAZ?LL?|1996|5|36.5
17860|NAZ?LL?|1996|6|40.2
17860|NAZ?LL?|1996|7|40.0
17860|NAZ?LL?|1996|8|38.0
17860|NAZ?LL?|1996|9|34.5
17860|NAZ?LL?|1996|10|31.0
17860|NAZ?LL?|1996|11|23.4
17860|NAZ?LL?|1996|12|21.0
17860|NAZ?LL?|1996|13|40.2
17860|NAZ?LL?|1997|1|19.5
17860|NAZ?LL?|1997|2|20.9
17860|NAZ?LL?|1997|3|21.1
17860|NAZ?LL?|1997|4|25.4
17860|NAZ?LL?|1997|5|35.0
17860|NAZ?LL?|1997|6|40.1
17860|NAZ?LL?|1997|7|40.3
17860|NAZ?LL?|1997|8|36.4
17860|NAZ?LL?|1997|9|33.6
17860|NAZ?LL?|1997|10|32.2
17860|NAZ?LL?|1997|11|22.4
17860|NAZ?LL?|1997|12|19.9
17860|NAZ?LL?|1997|13|40.3
17860|NAZ?LL?|1998|1|17.1
17860|NAZ?LL?|1998|2|20.9
17860|NAZ?LL?|1998|3|21.7
17860|NAZ?LL?|1998|4|32.4
17860|NAZ?LL?|1998|5|31.0
17860|NAZ?LL?|1998|6|38.3
17860|NAZ?LL?|1998|7|41.2
17860|NAZ?LL?|1998|8|41.2
17860|NAZ?LL?|1998|9|37.0
17860|NAZ?LL?|1998|10|33.2
17860|NAZ?LL?|1998|11|25.5
17860|NAZ?LL?|1998|12|20.0
17860|NAZ?LL?|1998|13|41.2
17860|NAZ?LL?|1999|1|17.5
17860|NAZ?LL?|1999|2|19.6
17860|NAZ?LL?|1999|3|22.4
17860|NAZ?LL?|1999|4|30.0
17860|NAZ?LL?|1999|5|34.3
17860|NAZ?LL?|1999|6|37.0
17860|NAZ?LL?|1999|7|42.0
17860|NAZ?LL?|1999|8|40.2
17860|NAZ?LL?|1999|9|36.8
17860|NAZ?LL?|1999|10|33.5
17860|NAZ?LL?|1999|11|23.8
17860|NAZ?LL?|1999|12|20.6
17860|NAZ?LL?|1999|13|42.0
17860|NAZ?LL?|2000|1|15.3
17860|NAZ?LL?|2000|2|18.4
17860|NAZ?LL?|2000|3|26.2
17860|NAZ?LL?|2000|4|28.4
17860|NAZ?LL?|2000|5|33.8
17860|NAZ?LL?|2000|6|39.8
17860|NAZ?LL?|2000|7|44.3
17860|NAZ?LL?|2000|8|39.9
17860|NAZ?LL?|2000|9|39.0
17860|NAZ?LL?|2000|10|34.2
17860|NAZ?LL?|2000|11|27.0
17860|NAZ?LL?|2000|12|20.3
17860|NAZ?LL?|2000|13|44.3
17860|NAZ?LL?|2001|1|19.0
17860|NAZ?LL?|2001|2|20.5
17860|NAZ?LL?|2001|3|31.5
17860|NAZ?LL?|2001|4|33.3
17860|NAZ?LL?|2001|5|35.1
17860|NAZ?LL?|2001|6|41.3
17860|NAZ?LL?|2001|7|41.2
17860|NAZ?LL?|2001|8|42.4
17860|NAZ?LL?|2001|9|36.4
17860|NAZ?LL?|2001|10|33.2
17860|NAZ?LL?|2001|11|24.4
17860|NAZ?LL?|2001|12|17.6
17860|NAZ?LL?|2001|13|42.4
17860|NAZ?LL?|2002|1|18.8
17860|NAZ?LL?|2002|2|21.3
17860|NAZ?LL?|2002|3|26.1
17860|NAZ?LL?|2002|4|27.3
17860|NAZ?LL?|2002|5|33.4
17860|NAZ?LL?|2002|6|39.6
17860|NAZ?LL?|2002|7|39.6
17860|NAZ?LL?|2002|8|41.5
17860|NAZ?LL?|2002|9|33.0
17860|NAZ?LL?|2002|10|28.2
17860|NAZ?LL?|2002|11|23.1
17860|NAZ?LL?|2002|12|18.1
17860|NAZ?LL?|2002|13|41.5
17860|NAZ?LL?|2003|1|19.4
17860|NAZ?LL?|2003|2|17.3
17860|NAZ?LL?|2003|3|21.7
17860|NAZ?LL?|2003|4|29.2
17860|NAZ?LL?|2003|5|35.8
17860|NAZ?LL?|2003|6|38.8
17860|NAZ?LL?|2003|7|41.0
17860|NAZ?LL?|2003|8|40.4
17860|NAZ?LL?|2003|9|40.6
17860|NAZ?LL?|2003|10|34.9
17860|NAZ?LL?|2003|11|27.0
17860|NAZ?LL?|2003|12|17.9
17860|NAZ?LL?|2003|13|41.0
17860|NAZ?LL?|2004|1|16.5
17860|NAZ?LL?|2004|2|22.1
17860|NAZ?LL?|2004|3|27.4
17860|NAZ?LL?|2004|4|31.8
17860|NAZ?LL?|2004|5|31.6
17860|NAZ?LL?|2004|6|38.0
17860|NAZ?LL?|2004|7|40.2
17860|NAZ?LL?|2004|8|39.5
17860|NAZ?LL?|2004|9|38.5
17860|NAZ?LL?|2004|10|32.1
17860|NAZ?LL?|2004|11|30.1
17860|NAZ?LL?|2004|12|18.4
17860|NAZ?LL?|2004|13|40.2
17860|NAZ?LL?|2005|1|21.7
17860|NAZ?LL?|2005|2|18.4
17860|NAZ?LL?|2005|3|25.0
17860|NAZ?LL?|2005|4|30.2
17860|NAZ?LL?|2005|5|34.7
17860|NAZ?LL?|2005|6|36.6
17860|NAZ?LL?|2005|7|41.0
17860|NAZ?LL?|2005|8|41.2
17860|NAZ?LL?|2005|9|36.3
17860|NAZ?LL?|2005|10|29.3
17860|NAZ?LL?|2005|11|24.2
17860|NAZ?LL?|2005|12|21.9
17860|NAZ?LL?|2005|13|41.2
17860|NAZ?LL?|2006|1|18.1
17860|NAZ?LL?|2006|2|23.8
17860|NAZ?LL?|2006|3|22.8
17860|NAZ?LL?|2006|4|28.3
17860|NAZ?LL?|2006|5|37.7
17860|NAZ?LL?|2006|6|38.4
17860|NAZ?LL?|2006|7|39.8
17860|NAZ?LL?|2006|8|41.7
17860|NAZ?LL?|2006|9|37.4
17860|NAZ?LL?|2006|10|32.4
17860|NAZ?LL?|2006|11|21.2
17860|NAZ?LL?|2006|12|17.6
17860|NAZ?LL?|2006|13|41.7
17860|NAZ?LL?|2007|1|19.3
17860|NAZ?LL?|2007|2|21.0
17860|NAZ?LL?|2007|3|25.8
17860|NAZ?LL?|2007|4|27.4
17860|NAZ?LL?|2007|5|37.4
17860|NAZ?LL?|2007|6|44.2
17860|NAZ?LL?|2007|7|44.6
17860|NAZ?LL?|2007|8|42.5
17860|NAZ?LL?|2007|9|43.7
17860|NAZ?LL?|2007|10|35.6
17860|NAZ?LL?|2007|11|27.5
17860|NAZ?LL?|2007|12|18.1
17860|NAZ?LL?|2007|13|44.6
17860|NAZ?LL?|2008|1|18.2
17860|NAZ?LL?|2008|2|22.8
17860|NAZ?LL?|2008|3|28.8
17860|NAZ?LL?|2008|4|34.4
17860|NAZ?LL?|2008|5|36.2
17860|NAZ?LL?|2008|6|41.6
17860|NAZ?LL?|2008|7|42.8
17860|NAZ?LL?|2008|8|44.3
17860|NAZ?LL?|2008|9|41.7
17860|NAZ?LL?|2008|10|30.3
17860|NAZ?LL?|2008|11|29.0
17860|NAZ?LL?|2008|12|22.8
17860|NAZ?LL?|2008|13|44.3
17860|NAZ?LL?|2009|1|20.1
17860|NAZ?LL?|2009|2|20.6
17860|NAZ?LL?|2009|3|29.1
17860|NAZ?LL?|2009|4|28.8
17860|NAZ?LL?|2009|5|35.0
17860|NAZ?LL?|2009|6|39.1
17860|NAZ?LL?|2009|7|42.4
17860|NAZ?LL?|2009|8|40.6
17860|NAZ?LL?|2009|9|37.3
17860|NAZ?LL?|2009|10|34.1
17860|NAZ?LL?|2009|11|25.5
17860|NAZ?LL?|2009|12|20.7
17860|NAZ?LL?|2009|13|42.4
17860|NAZ?LL?|2010|1|22.5
17860|NAZ?LL?|2010|2|23.1
17860|NAZ?LL?|2010|3|25.6
17860|NAZ?LL?|2010|4|30.8
17860|NAZ?LL?|2010|5|37.1
17860|NAZ?LL?|2010|6|39.4
17860|NAZ?LL?|2010|7|41.0
17860|NAZ?LL?|2010|8|44.0
17860|NAZ?LL?|2010|9|37.6
17860|NAZ?LL?|2010|10|29.9
17860|NAZ?LL?|2010|11|26.9
17860|NAZ?LL?|2010|12|23.7
17860|NAZ?LL?|2010|13|44.0
17860|NAZ?LL?|2011|1|17.1
17860|NAZ?LL?|2011|2|20.0
17860|NAZ?LL?|2011|3|23.4
17860|NAZ?LL?|2011|4|27.3
17860|NAZ?LL?|2011|5|33.7
17860|NAZ?LL?|2011|6|38.0
17860|NAZ?LL?|2011|7|40.5
17860|NAZ?LL?|2011|8|40.0
17860|NAZ?LL?|2011|9|39.4
17860|NAZ?LL?|2011|10|31.0
17860|NAZ?LL?|2011|11|24.1
17860|NAZ?LL?|2011|12|21.3
17860|NAZ?LL?|2011|13|40.5
17860|NAZ?LL?|2012|1|15.6
17860|NAZ?LL?|2012|2|19.4
17860|NAZ?LL?|2012|3|24.3
17860|NAZ?LL?|2012|4|30.8
17860|NAZ?LL?|2012|5|32.1
17860|NAZ?LL?|2012|6|39.8
17860|NAZ?LL?|2012|7|42.7
17860|NAZ?LL?|2012|8|41.0
17860|NAZ?LL?|2012|9|39.5
17860|NAZ?LL?|2012|10|36.0
17860|NAZ?LL?|2012|11|27.9
17860|NAZ?LL?|2012|12|25.5
17860|NAZ?LL?|2012|13|42.7
17860|NAZ?LL?|2013|1|18.6
17860|NAZ?LL?|2013|2|21.1
17860|NAZ?LL?|2013|3|27.6
17860|NAZ?LL?|2013|4|36.1
17860|NAZ?LL?|2013|5|36.7
17860|NAZ?LL?|2013|6|39.3
17860|NAZ?LL?|2013|7|40.5
17860|NAZ?LL?|2013|8|43.1
17860|NAZ?LL?|2013|9|37.5
17860|NAZ?LL?|2013|10|31.2
17860|NAZ?LL?|2013|11|28.5
17860|NAZ?LL?|2013|12|17.4
17860|NAZ?LL?|2013|13|43.1
17860|NAZ?LL?|2014|1|19.1
17860|NAZ?LL?|2014|2|22.1
17860|NAZ?LL?|2014|3|27.3
17860|NAZ?LL?|2014|4|38.1
17860|NAZ?LL?|2014|5|35.3
17860|NAZ?LL?|2014|6|40.6
17860|NAZ?LL?|2014|7|40.4
17860|NAZ?LL?|2014|8|43.3
17860|NAZ?LL?|2014|9|37.0
17860|NAZ?LL?|2014|10|34.4
17860|NAZ?LL?|2014|11|26.7
17860|NAZ?LL?|2014|12|29.9
17860|NAZ?LL?|2014|13|43.3
17860|NAZ?LL?|2015|1|21.4
17860|NAZ?LL?|2015|2|23.4
17860|NAZ?LL?|2015|3|24.4
17860|NAZ?LL?|2015|4|31.4
17860|NAZ?LL?|2015|5|35.9
17860|NAZ?LL?|2015|6|38.9
17860|NAZ?LL?|2015|7|41.6
17860|NAZ?LL?|2015|8|40.6
17860|NAZ?LL?|2015|9|40.2
17860|NAZ?LL?|2015|10|32.2
17860|NAZ?LL?|2015|11|25.6
17860|NAZ?LL?|2015|12|19.1
17860|NAZ?LL?|2015|13|41.6
17860|NAZ?LL?|2016|1|21.3
17860|NAZ?LL?|2016|2|27.4
17860|NAZ?LL?|2016|3|28.3
17860|NAZ?LL?|2016|4|35.2
17860|NAZ?LL?|2016|5|36.1
17860|NAZ?LL?|2016|6|44.0
17860|NAZ?LL?|2016|7|41.4
17860|NAZ?LL?|2016|8|41.7
17860|NAZ?LL?|2016|9|40.6
17860|NAZ?LL?|2016|10|33.5
17860|NAZ?LL?|2016|11|27.6
17860|NAZ?LL?|2016|12|17.3
17860|NAZ?LL?|2016|13|44.0
17860|NAZ?LL?|2017|1|16.1
17860|NAZ?LL?|2017|2|20.8
17860|NAZ?LL?|2017|3|27.5
17860|NAZ?LL?|2017|4|31.3
17860|NAZ?LL?|2017|5|34.7
17860|NAZ?LL?|2017|6|43.4
17860|NAZ?LL?|2017|7|46.3
17860|NAZ?LL?|2017|8|42.9
17860|NAZ?LL?|2017|9|39.2
17860|NAZ?LL?|2017|10|30.6
17860|NAZ?LL?|2017|11|23.2
17860|NAZ?LL?|2017|12|21.8
17860|NAZ?LL?|2017|13|46.3
17860|NAZ?LL?|2018|1|18.3
17860|NAZ?LL?|2018|2|22.6
17860|NAZ?LL?|2018|3|24.9
17860|NAZ?LL?|2018|4|35.0
17860|NAZ?LL?|2018|5|36.0
17860|NAZ?LL?|2018|6|39.0
17860|NAZ?LL?|2018|7|39.6
17860|NAZ?LL?|2018|8|39.7
17860|NAZ?LL?|2018|9|39.5
17860|NAZ?LL?|2018|10|31.4
17860|NAZ?LL?|2018|11|28.5
17860|NAZ?LL?|2018|12|16.5
17860|NAZ?LL?|2018|13|39.7
17860|NAZ?LL?|2019|1|17.3
