Istasyon_No|Istasyon_Adi|YIL|AY|MINIMUM_NEM
17824|G?NEY|2005|4|17.0
17824|G?NEY|2005|5|4.0
17824|G?NEY|2005|6|9.0
17824|G?NEY|2005|7|10.0
17824|G?NEY|2005|8|11.0
17824|G?NEY|2005|9|16.0
17824|G?NEY|2005|10|19.0
17824|G?NEY|2005|11|20.0
17824|G?NEY|2005|12|20.0
17824|G?NEY|2005|13|4.0
17824|G?NEY|2006|1|41.0
17824|G?NEY|2006|2|27.0
17824|G?NEY|2006|3|24.0
17824|G?NEY|2006|4|19.0
17824|G?NEY|2006|5|18.0
17824|G?NEY|2006|6|16.0
17824|G?NEY|2006|7|13.0
17824|G?NEY|2006|8|12.0
17824|G?NEY|2006|9|11.0
17824|G?NEY|2006|10|15.0
17824|G?NEY|2006|11|30.0
17824|G?NEY|2006|12|24.0
17824|G?NEY|2006|13|11.0
17824|G?NEY|2007|1|25.0
17824|G?NEY|2007|2|32.0
17824|G?NEY|2007|3|29.0
17824|G?NEY|2007|4|12.0
17824|G?NEY|2007|5|10.0
17824|G?NEY|2007|6|7.0
17824|G?NEY|2007|7|9.0
17824|G?NEY|2007|8|11.0
17824|G?NEY|2007|9|9.0
17824|G?NEY|2007|10|12.0
17824|G?NEY|2007|11|31.0
17824|G?NEY|2007|12|31.0
17824|G?NEY|2007|13|7.0
17824|G?NEY|2008|1|17.0
17824|G?NEY|2008|2|17.0
17824|G?NEY|2008|3|16.0
17824|G?NEY|2008|4|11.0
17824|G?NEY|2008|5|9.0
17824|G?NEY|2008|6|12.0
17824|G?NEY|2008|7|8.0
17824|G?NEY|2008|8|7.0
17824|G?NEY|2008|9|37.0
17824|G?NEY|2008|10|20.0
17824|G?NEY|2008|11|25.0
17824|G?NEY|2008|12|17.0
17824|G?NEY|2008|13|7.0
17824|G?NEY|2009|1|24.0
17824|G?NEY|2009|2|38.0
17824|G?NEY|2009|3|20.0
17824|G?NEY|2009|4|20.0
17824|G?NEY|2009|5|12.0
17824|G?NEY|2009|6|16.0
17824|G?NEY|2009|7|11.0
17824|G?NEY|2009|8|11.0
17824|G?NEY|2009|9|9.0
17824|G?NEY|2009|10|16.0
17824|G?NEY|2009|11|28.0
17824|G?NEY|2009|12|30.0
17824|G?NEY|2009|13|9.0
17824|G?NEY|2010|1|24.0
17824|G?NEY|2010|2|25.0
17824|G?NEY|2010|3|14.0
17824|G?NEY|2010|4|15.0
17824|G?NEY|2010|5|11.0
17824|G?NEY|2010|6|18.0
17824|G?NEY|2010|7|14.0
17824|G?NEY|2010|8|9.0
17824|G?NEY|2010|9|12.0
17824|G?NEY|2010|10|24.0
17824|G?NEY|2010|11|23.0
17824|G?NEY|2010|12|21.0
17824|G?NEY|2010|13|9.0
17824|G?NEY|2011|1|36.0
17824|G?NEY|2011|2|21.0
17824|G?NEY|2011|3|23.0
17824|G?NEY|2011|4|22.0
17824|G?NEY|2011|5|20.0
17824|G?NEY|2011|6|19.0
17824|G?NEY|2011|7|11.0
17824|G?NEY|2011|8|11.0
17824|G?NEY|2011|9|11.0
17824|G?NEY|2011|10|19.0
17824|G?NEY|2011|11|14.0
17824|G?NEY|2011|12|11.0
17824|G?NEY|2011|13|11.0
17824|G?NEY|2012|1|43.0
17824|G?NEY|2012|2|26.0
17824|G?NEY|2012|3|18.0
17824|G?NEY|2012|4|15.0
17824|G?NEY|2012|5|27.0
17824|G?NEY|2012|6|10.0
17824|G?NEY|2012|7|8.0
17824|G?NEY|2012|8|6.0
17824|G?NEY|2012|9|9.0
17824|G?NEY|2012|10|18.0
17824|G?NEY|2012|11|34.0
17824|G?NEY|2012|12|27.0
17824|G?NEY|2012|13|6.0
17824|G?NEY|2013|1|41.0
17824|G?NEY|2013|2|31.0
17824|G?NEY|2013|3|16.0
17824|G?NEY|2013|4|18.0
17824|G?NEY|2013|5|11.0
17824|G?NEY|2013|6|12.0
17824|G?NEY|2013|7|11.0
17824|G?NEY|2013|8|11.0
17824|G?NEY|2013|9|11.0
17824|G?NEY|2013|10|9.0
17824|G?NEY|2013|11|20.0
17824|G?NEY|2013|12|17.0
17824|G?NEY|2013|13|9.0
17824|G?NEY|2014|1|36.0
17824|G?NEY|2014|2|17.0
17824|G?NEY|2014|3|16.0
17824|G?NEY|2014|4|17.0
17824|G?NEY|2014|5|16.0
17824|G?NEY|2014|6|11.0
17824|G?NEY|2014|7|7.0
17824|G?NEY|2014|8|11.0
17824|G?NEY|2014|9|6.0
17824|G?NEY|2014|10|9.0
17824|G?NEY|2014|11|21.0
17824|G?NEY|2014|12|35.0
17824|G?NEY|2014|13|6.0
17824|G?NEY|2015|1|30.0
17824|G?NEY|2015|2|15.0
17824|G?NEY|2015|3|29.0
17824|G?NEY|2015|4|14.0
17824|G?NEY|2015|5|15.0
17824|G?NEY|2015|6|16.0
17824|G?NEY|2015|7|9.0
17824|G?NEY|2015|8|12.0
17824|G?NEY|2015|9|8.0
17824|G?NEY|2015|10|24.0
17824|G?NEY|2015|11|13.0
17824|G?NEY|2015|12|16.0
17824|G?NEY|2015|13|8.0
17824|G?NEY|2016|1|14.0
17824|G?NEY|2016|2|17.0
17824|G?NEY|2016|3|11.0
17824|G?NEY|2016|4|12.0
17824|G?NEY|2016|5|20.0
17824|G?NEY|2016|6|11.0
17824|G?NEY|2016|7|11.0
17824|G?NEY|2016|8|11.0
17824|G?NEY|2016|9|11.0
17824|G?NEY|2016|10|11.0
17824|G?NEY|2016|11|17.0
17824|G?NEY|2016|12|14.0
17824|G?NEY|2016|13|11.0
17824|G?NEY|2017|1|29.0
17824|G?NEY|2017|2|17.0
17824|G?NEY|2017|3|14.0
17824|G?NEY|2017|4|14.0
17824|G?NEY|2017|5|15.0
17824|G?NEY|2017|6|16.0
17824|G?NEY|2017|7|11.0
17824|G?NEY|2017|8|15.0
17824|G?NEY|2017|9|11.0
17824|G?NEY|2017|10|15.0
17824|G?NEY|2017|11|22.0
17824|G?NEY|2017|12|47.0
17824|G?NEY|2017|13|11.0
17824|G?NEY|2018|1|35.0
17824|G?NEY|2018|2|27.0
17824|G?NEY|2018|3|12.0
17824|G?NEY|2018|4|11.0
17824|G?NEY|2018|5|19.0
17824|G?NEY|2018|6|11.0
17824|G?NEY|2018|7|13.0
17824|G?NEY|2018|8|12.0
17824|G?NEY|2018|9|15.0
17824|G?NEY|2018|10|19.0
17824|G?NEY|2018|11|16.0
17824|G?NEY|2018|12|46.0
17824|G?NEY|2018|13|11.0
17824|G?NEY|2019|1|41.0
17824|G?NEY|2019|2|19.0
17824|G?NEY|2019|3|15.0
17824|G?NEY|2019|4|16.0
17824|G?NEY|2019|5|9.0
17824|G?NEY|2019|6|16.0
17824|G?NEY|2019|7|10.0
17824|G?NEY|2019|8|6.0
17824|G?NEY|2019|9|12.0
17824|G?NEY|2019|10|12.0
17824|G?NEY|2019|11|18.0
17824|G?NEY|2019|12|25.0
17824|G?NEY|2019|13|6.0
17824|G?NEY|2020|1|21.0
17824|G?NEY|2020|2|27.0
17824|G?NEY|2020|3|14.0
17824|G?NEY|2020|4|15.0
17824|G?NEY|2020|5|7.0
17824|G?NEY|2020|6|9.0
17824|G?NEY|2020|7|11.0
17824|G?NEY|2020|8|5.0
17824|G?NEY|2020|9|6.0
17824|G?NEY|2020|10|10.0
17824|G?NEY|2020|11|26.0
17824|G?NEY|2020|12|53.0
17824|G?NEY|2020|13|5.0
17824|G?NEY|2021|1|36.0
17824|G?NEY|2021|2|13.0
17824|G?NEY|2021|3|12.0
17824|G?NEY|2021|4|7.0
17824|G?NEY|2021|5|9.0
17824|G?NEY|2021|6|9.0
17860|NAZ?LL?|1960|1|53.0
17860|NAZ?LL?|1960|2|63.0
17860|NAZ?LL?|1960|3|45.0
17860|NAZ?LL?|1960|4|48.0
17860|NAZ?LL?|1960|5|38.0
17860|NAZ?LL?|1960|6|42.0
17860|NAZ?LL?|1960|7|43.0
17860|NAZ?LL?|1960|8|41.0
17860|NAZ?LL?|1960|9|50.0
17860|NAZ?LL?|1960|10|58.0
17860|NAZ?LL?|1960|11|76.0
17860|NAZ?LL?|1960|12|79.0
17860|NAZ?LL?|1960|13|38.0
17860|NAZ?LL?|1961|1|77.0
17860|NAZ?LL?|1961|2|80.0
17860|NAZ?LL?|1961|3|74.0
17860|NAZ?LL?|1961|4|63.0
17860|NAZ?LL?|1961|5|52.0
17860|NAZ?LL?|1961|6|48.0
17860|NAZ?LL?|1961|7|46.0
17860|NAZ?LL?|1961|8|47.0
17860|NAZ?LL?|1961|9|46.0
17860|NAZ?LL?|1961|10|52.0
17860|NAZ?LL?|1961|11|47.0
17860|NAZ?LL?|1961|12|67.0
17860|NAZ?LL?|1961|13|46.0
17860|NAZ?LL?|1962|1|61.0
17860|NAZ?LL?|1962|2|65.0
17860|NAZ?LL?|1962|3|48.0
17860|NAZ?LL?|1962|4|46.0
17860|NAZ?LL?|1962|5|34.0
17860|NAZ?LL?|1962|6|27.0
17860|NAZ?LL?|1962|7|26.0
17860|NAZ?LL?|1962|8|27.0
17860|NAZ?LL?|1962|9|30.0
17860|NAZ?LL?|1962|10|48.0
17860|NAZ?LL?|1962|11|54.0
17860|NAZ?LL?|1962|12|61.0
17860|NAZ?LL?|1962|13|26.0
17860|NAZ?LL?|1963|1|57.0
17860|NAZ?LL?|1963|2|60.0
17860|NAZ?LL?|1963|3|61.0
17860|NAZ?LL?|1963|4|48.0
17860|NAZ?LL?|1963|5|43.0
17860|NAZ?LL?|1963|6|26.0
17860|NAZ?LL?|1963|7|26.0
17860|NAZ?LL?|1963|8|27.0
17860|NAZ?LL?|1963|9|32.0
17860|NAZ?LL?|1963|10|34.0
17860|NAZ?LL?|1963|11|48.0
17860|NAZ?LL?|1963|12|51.0
17860|NAZ?LL?|1963|13|26.0
17860|NAZ?LL?|1964|1|53.0
17860|NAZ?LL?|1964|2|55.0
17860|NAZ?LL?|1964|3|46.0
17860|NAZ?LL?|1964|4|32.0
17860|NAZ?LL?|1964|5|30.0
17860|NAZ?LL?|1964|6|27.0
17860|NAZ?LL?|1964|7|26.0
17860|NAZ?LL?|1964|8|27.0
17860|NAZ?LL?|1964|9|26.0
17860|NAZ?LL?|1964|10|33.0
17860|NAZ?LL?|1964|11|44.0
17860|NAZ?LL?|1964|12|62.0
17860|NAZ?LL?|1964|13|26.0
17860|NAZ?LL?|1965|1|58.0
17860|NAZ?LL?|1965|2|62.0
17860|NAZ?LL?|1965|3|54.0
17860|NAZ?LL?|1965|4|46.0
17860|NAZ?LL?|1965|5|38.0
17860|NAZ?LL?|1965|6|28.0
17860|NAZ?LL?|1965|7|26.0
17860|NAZ?LL?|1965|8|27.0
17860|NAZ?LL?|1965|9|32.0
17860|NAZ?LL?|1965|10|35.0
17860|NAZ?LL?|1965|11|44.0
17860|NAZ?LL?|1965|12|62.0
17860|NAZ?LL?|1965|13|26.0
17860|NAZ?LL?|1966|1|66.0
17860|NAZ?LL?|1966|2|58.0
17860|NAZ?LL?|1966|3|53.0
17860|NAZ?LL?|1966|4|44.0
17860|NAZ?LL?|1966|5|43.0
17860|NAZ?LL?|1966|6|31.0
17860|NAZ?LL?|1966|7|27.0
17860|NAZ?LL?|1966|8|26.0
17860|NAZ?LL?|1966|9|33.0
17860|NAZ?LL?|1966|10|37.0
17860|NAZ?LL?|1966|11|47.0
17860|NAZ?LL?|1966|12|67.0
17860|NAZ?LL?|1966|13|26.0
17860|NAZ?LL?|1967|1|62.0
17860|NAZ?LL?|1967|2|59.0
17860|NAZ?LL?|1967|3|56.0
17860|NAZ?LL?|1967|4|48.0
17860|NAZ?LL?|1967|5|31.0
17860|NAZ?LL?|1967|6|26.0
17860|NAZ?LL?|1967|7|24.0
17860|NAZ?LL?|1967|8|23.0
17860|NAZ?LL?|1967|9|30.0
17860|NAZ?LL?|1967|10|39.0
17860|NAZ?LL?|1967|11|50.0
17860|NAZ?LL?|1967|12|41.0
17860|NAZ?LL?|1967|13|23.0
17860|NAZ?LL?|1968|1|59.0
17860|NAZ?LL?|1968|2|52.0
17860|NAZ?LL?|1968|3|53.0
17860|NAZ?LL?|1968|4|30.0
17860|NAZ?LL?|1968|5|21.0
17860|NAZ?LL?|1968|6|23.0
17860|NAZ?LL?|1968|7|17.0
17860|NAZ?LL?|1968|8|21.0
17860|NAZ?LL?|1968|9|23.0
17860|NAZ?LL?|1968|10|32.0
17860|NAZ?LL?|1968|11|47.0
17860|NAZ?LL?|1968|12|56.0
17860|NAZ?LL?|1968|13|17.0
17860|NAZ?LL?|1971|11|25.0
17860|NAZ?LL?|1971|12|37.0
17860|NAZ?LL?|1972|1|40.0
17860|NAZ?LL?|1972|2|26.0
17860|NAZ?LL?|1972|3|17.0
17860|NAZ?LL?|1972|4|19.0
17860|NAZ?LL?|1972|5|19.0
17860|NAZ?LL?|1972|6|22.0
17860|NAZ?LL?|1972|7|22.0
17860|NAZ?LL?|1972|8|28.0
17860|NAZ?LL?|1972|9|25.0
17860|NAZ?LL?|1972|10|18.0
17860|NAZ?LL?|1972|11|22.0
17860|NAZ?LL?|1972|12|23.0
17860|NAZ?LL?|1972|13|17.0
17860|NAZ?LL?|1973|1|22.0
17860|NAZ?LL?|1973|2|35.0
17860|NAZ?LL?|1973|3|29.0
17860|NAZ?LL?|1973|4|25.0
17860|NAZ?LL?|1973|5|19.0
17860|NAZ?LL?|1973|6|16.0
17860|NAZ?LL?|1973|7|9.0
17860|NAZ?LL?|1973|8|19.0
17860|NAZ?LL?|1973|9|20.0
17860|NAZ?LL?|1973|10|22.0
17860|NAZ?LL?|1973|11|23.0
17860|NAZ?LL?|1973|12|36.0
17860|NAZ?LL?|1973|13|9.0
17860|NAZ?LL?|1974|1|26.0
17860|NAZ?LL?|1974|2|25.0
17860|NAZ?LL?|1974|3|14.0
17860|NAZ?LL?|1974|4|15.0
17860|NAZ?LL?|1974|5|22.0
17860|NAZ?LL?|1974|6|14.0
17860|NAZ?LL?|1974|7|15.0
17860|NAZ?LL?|1974|8|12.0
17860|NAZ?LL?|1974|9|18.0
17860|NAZ?LL?|1974|10|20.0
17860|NAZ?LL?|1974|11|24.0
17860|NAZ?LL?|1974|12|30.0
17860|NAZ?LL?|1974|13|12.0
17860|NAZ?LL?|1975|1|24.0
17860|NAZ?LL?|1975|2|12.0
17860|NAZ?LL?|1975|3|4.0
17860|NAZ?LL?|1975|4|8.0
17860|NAZ?LL?|1975|5|29.0
17860|NAZ?LL?|1975|6|20.0
17860|NAZ?LL?|1975|7|20.0
17860|NAZ?LL?|1975|8|23.0
17860|NAZ?LL?|1975|9|12.0
17860|NAZ?LL?|1975|10|17.0
17860|NAZ?LL?|1975|11|16.0
17860|NAZ?LL?|1975|12|28.0
17860|NAZ?LL?|1975|13|4.0
17860|NAZ?LL?|1976|1|27.0
17860|NAZ?LL?|1976|2|20.0
17860|NAZ?LL?|1976|3|10.0
17860|NAZ?LL?|1976|4|12.0
17860|NAZ?LL?|1976|5|24.0
17860|NAZ?LL?|1976|6|22.0
17860|NAZ?LL?|1976|7|15.0
17860|NAZ?LL?|1976|8|24.0
17860|NAZ?LL?|1976|9|19.0
17860|NAZ?LL?|1976|10|21.0
17860|NAZ?LL?|1976|11|25.0
17860|NAZ?LL?|1976|12|22.0
17860|NAZ?LL?|1976|13|10.0
17860|NAZ?LL?|1977|1|24.0
17860|NAZ?LL?|1977|2|22.0
17860|NAZ?LL?|1977|3|16.0
17860|NAZ?LL?|1977|4|17.0
17860|NAZ?LL?|1977|5|12.0
17860|NAZ?LL?|1977|6|8.0
17860|NAZ?LL?|1977|7|13.0
17860|NAZ?LL?|1977|8|14.0
17860|NAZ?LL?|1977|9|16.0
17860|NAZ?LL?|1977|10|12.0
17860|NAZ?LL?|1977|11|12.0
17860|NAZ?LL?|1977|12|21.0
17860|NAZ?LL?|1977|13|8.0
17860|NAZ?LL?|1978|1|33.0
17860|NAZ?LL?|1978|2|21.0
17860|NAZ?LL?|1978|3|22.0
17860|NAZ?LL?|1978|4|19.0
17860|NAZ?LL?|1978|5|12.0
17860|NAZ?LL?|1978|6|17.0
17860|NAZ?LL?|1978|7|13.0
17860|NAZ?LL?|1978|8|13.0
17860|NAZ?LL?|1978|9|15.0
17860|NAZ?LL?|1978|10|12.0
17860|NAZ?LL?|1978|11|8.0
17860|NAZ?LL?|1978|12|28.0
17860|NAZ?LL?|1978|13|8.0
17860|NAZ?LL?|1979|1|25.0
17860|NAZ?LL?|1979|2|27.0
17860|NAZ?LL?|1979|3|20.0
17860|NAZ?LL?|1979|4|11.0
17860|NAZ?LL?|1979|5|10.0
17860|NAZ?LL?|1979|6|12.0
17860|NAZ?LL?|1979|7|16.0
17860|NAZ?LL?|1979|8|17.0
17860|NAZ?LL?|1979|9|9.0
17860|NAZ?LL?|1979|10|19.0
17860|NAZ?LL?|1979|11|21.0
17860|NAZ?LL?|1979|12|20.0
17860|NAZ?LL?|1979|13|9.0
17860|NAZ?LL?|1980|1|23.0
17860|NAZ?LL?|1980|2|25.0
17860|NAZ?LL?|1980|3|14.0
17860|NAZ?LL?|1980|4|15.0
17860|NAZ?LL?|1980|5|9.0
17860|NAZ?LL?|1980|6|12.0
17860|NAZ?LL?|1980|7|15.0
17860|NAZ?LL?|1980|8|20.0
17860|NAZ?LL?|1980|9|10.0
17860|NAZ?LL?|1980|10|15.0
17860|NAZ?LL?|1980|11|19.0
17860|NAZ?LL?|1980|12|24.0
17860|NAZ?LL?|1980|13|9.0
17860|NAZ?LL?|1981|1|34.0
17860|NAZ?LL?|1981|2|24.0
17860|NAZ?LL?|1981|3|14.0
17860|NAZ?LL?|1981|4|7.0
17860|NAZ?LL?|1981|5|8.0
17860|NAZ?LL?|1981|6|10.0
17860|NAZ?LL?|1981|7|10.0
17860|NAZ?LL?|1981|8|1.0
17860|NAZ?LL?|1981|9|11.0
17860|NAZ?LL?|1981|10|9.0
17860|NAZ?LL?|1981|11|13.0
17860|NAZ?LL?|1981|12|28.0
17860|NAZ?LL?|1981|13|1.0
17860|NAZ?LL?|1982|1|12.0
17860|NAZ?LL?|1982|2|9.0
17860|NAZ?LL?|1982|3|13.0
17860|NAZ?LL?|1982|4|9.0
17860|NAZ?LL?|1982|5|8.0
17860|NAZ?LL?|1982|6|11.0
17860|NAZ?LL?|1982|7|20.0
17860|NAZ?LL?|1982|8|19.0
17860|NAZ?LL?|1982|9|10.0
17860|NAZ?LL?|1982|10|11.0
17860|NAZ?LL?|1982|11|11.0
17860|NAZ?LL?|1982|12|13.0
17860|NAZ?LL?|1982|13|8.0
17860|NAZ?LL?|1983|1|24.0
17860|NAZ?LL?|1983|2|22.0
17860|NAZ?LL?|1983|3|14.0
17860|NAZ?LL?|1983|4|10.0
17860|NAZ?LL?|1983|5|12.0
17860|NAZ?LL?|1983|6|9.0
17860|NAZ?LL?|1983|7|19.0
17860|NAZ?LL?|1983|8|27.0
17860|NAZ?LL?|1983|9|25.0
17860|NAZ?LL?|1983|10|28.0
17860|NAZ?LL?|1983|11|37.0
17860|NAZ?LL?|1983|12|53.0
17860|NAZ?LL?|1983|13|9.0
17860|NAZ?LL?|1984|1|52.0
17860|NAZ?LL?|1984|2|33.0
17860|NAZ?LL?|1984|3|27.0
17860|NAZ?LL?|1984|4|29.0
17860|NAZ?LL?|1984|5|19.0
17860|NAZ?LL?|1984|6|23.0
17860|NAZ?LL?|1984|7|26.0
17860|NAZ?LL?|1984|8|28.0
17860|NAZ?LL?|1984|9|20.0
17860|NAZ?LL?|1984|10|25.0
17860|NAZ?LL?|1984|11|35.0
17860|NAZ?LL?|1984|12|30.0
17860|NAZ?LL?|1984|13|19.0
17860|NAZ?LL?|1985|1|41.0
17860|NAZ?LL?|1985|2|39.0
17860|NAZ?LL?|1985|3|34.0
17860|NAZ?LL?|1985|4|25.0
17860|NAZ?LL?|1985|5|20.0
17860|NAZ?LL?|1985|6|14.0
17860|NAZ?LL?|1985|7|26.0
17860|NAZ?LL?|1985|8|26.0
17860|NAZ?LL?|1985|9|25.0
17860|NAZ?LL?|1985|10|21.0
17860|NAZ?LL?|1985|11|31.0
17860|NAZ?LL?|1985|12|36.0
17860|NAZ?LL?|1985|13|14.0
17860|NAZ?LL?|1986|1|33.0
17860|NAZ?LL?|1986|2|35.0
17860|NAZ?LL?|1986|3|36.0
17860|NAZ?LL?|1986|4|16.0
17860|NAZ?LL?|1986|5|22.0
17860|NAZ?LL?|1986|6|25.0
17860|NAZ?LL?|1986|7|24.0
17860|NAZ?LL?|1986|8|25.0
17860|NAZ?LL?|1986|9|29.0
17860|NAZ?LL?|1986|10|25.0
17860|NAZ?LL?|1986|11|26.0
17860|NAZ?LL?|1986|12|26.0
17860|NAZ?LL?|1986|13|16.0
17860|NAZ?LL?|1987|1|41.0
17860|NAZ?LL?|1987|2|27.0
17860|NAZ?LL?|1987|3|31.0
17860|NAZ?LL?|1987|4|24.0
17860|NAZ?LL?|1987|5|21.0
17860|NAZ?LL?|1987|6|21.0
17860|NAZ?LL?|1987|7|20.0
17860|NAZ?LL?|1987|8|24.0
17860|NAZ?LL?|1987|9|18.0
17860|NAZ?LL?|1987|10|18.0
17860|NAZ?LL?|1987|11|34.0
17860|NAZ?LL?|1987|12|30.0
17860|NAZ?LL?|1987|13|18.0
17860|NAZ?LL?|1988|1|30.0
17860|NAZ?LL?|1988|2|35.0
17860|NAZ?LL?|1988|3|35.0
17860|NAZ?LL?|1988|4|26.0
17860|NAZ?LL?|1988|5|18.0
17860|NAZ?LL?|1988|6|22.0
17860|NAZ?LL?|1988|7|26.0
17860|NAZ?LL?|1988|8|24.0
17860|NAZ?LL?|1988|9|23.0
17860|NAZ?LL?|1988|10|29.0
17860|NAZ?LL?|1988|11|28.0
17860|NAZ?LL?|1988|12|33.0
17860|NAZ?LL?|1988|13|18.0
17860|NAZ?LL?|1989|1|25.0
17860|NAZ?LL?|1989|2|21.0
17860|NAZ?LL?|1989|3|16.0
17860|NAZ?LL?|1989|4|16.0
17860|NAZ?LL?|1989|5|14.0
17860|NAZ?LL?|1989|6|21.0
17860|NAZ?LL?|1989|7|24.0
17860|NAZ?LL?|1989|8|22.0
17860|NAZ?LL?|1989|9|20.0
17860|NAZ?LL?|1989|10|14.0
17860|NAZ?LL?|1989|11|23.0
17860|NAZ?LL?|1989|12|30.0
17860|NAZ?LL?|1989|13|14.0
17860|NAZ?LL?|1990|1|29.0
17860|NAZ?LL?|1990|2|22.0
17860|NAZ?LL?|1990|3|7.0
17860|NAZ?LL?|1990|4|17.0
17860|NAZ?LL?|1990|5|17.0
17860|NAZ?LL?|1990|6|18.0
17860|NAZ?LL?|1990|7|24.0
17860|NAZ?LL?|1990|8|23.0
17860|NAZ?LL?|1990|9|20.0
17860|NAZ?LL?|1990|10|16.0
17860|NAZ?LL?|1990|11|25.0
17860|NAZ?LL?|1990|12|36.0
17860|NAZ?LL?|1990|13|7.0
17860|NAZ?LL?|1991|1|27.0
17860|NAZ?LL?|1991|2|30.0
17860|NAZ?LL?|1991|3|19.0
17860|NAZ?LL?|1991|4|13.0
17860|NAZ?LL?|1991|5|19.0
17860|NAZ?LL?|1991|6|18.0
17860|NAZ?LL?|1991|7|16.0
17860|NAZ?LL?|1991|8|23.0
17860|NAZ?LL?|1991|9|22.0
17860|NAZ?LL?|1991|10|20.0
17860|NAZ?LL?|1991|11|25.0
17860|NAZ?LL?|1991|12|24.0
17860|NAZ?LL?|1991|13|13.0
17860|NAZ?LL?|1992|1|15.0
17860|NAZ?LL?|1992|2|18.0
17860|NAZ?LL?|1992|3|19.0
17860|NAZ?LL?|1992|4|16.0
17860|NAZ?LL?|1992|5|12.0
17860|NAZ?LL?|1992|6|16.0
17860|NAZ?LL?|1992|7|13.0
17860|NAZ?LL?|1992|8|15.0
17860|NAZ?LL?|1992|9|15.0
17860|NAZ?LL?|1992|10|19.0
17860|NAZ?LL?|1992|11|21.0
17860|NAZ?LL?|1992|12|26.0
17860|NAZ?LL?|1992|13|12.0
17860|NAZ?LL?|1993|1|20.0
17860|NAZ?LL?|1993|2|22.0
17860|NAZ?LL?|1993|3|15.0
17860|NAZ?LL?|1993|4|16.0
17860|NAZ?LL?|1993|5|18.0
17860|NAZ?LL?|1993|6|11.0
17860|NAZ?LL?|1993|7|16.0
17860|NAZ?LL?|1993|8|21.0
17860|NAZ?LL?|1993|9|17.0
17860|NAZ?LL?|1993|10|12.0
17860|NAZ?LL?|1993|11|10.0
17860|NAZ?LL?|1993|12|27.0
17860|NAZ?LL?|1993|13|10.0
17860|NAZ?LL?|1994|1|32.0
17860|NAZ?LL?|1994|2|18.0
17860|NAZ?LL?|1994|3|16.0
17860|NAZ?LL?|1994|4|12.0
17860|NAZ?LL?|1994|5|16.0
17860|NAZ?LL?|1994|6|14.0
17860|NAZ?LL?|1994|7|13.0
17860|NAZ?LL?|1994|8|9.0
17860|NAZ?LL?|1994|9|14.0
17860|NAZ?LL?|1994|10|18.0
17860|NAZ?LL?|1994|11|14.0
17860|NAZ?LL?|1994|12|23.0
17860|NAZ?LL?|1994|13|9.0
17860|NAZ?LL?|1995|1|26.0
17860|NAZ?LL?|1995|2|22.0
17860|NAZ?LL?|1995|3|19.0
17860|NAZ?LL?|1995|4|16.0
17860|NAZ?LL?|1995|5|15.0
17860|NAZ?LL?|1995|6|15.0
17860|NAZ?LL?|1995|7|20.0
17860|NAZ?LL?|1995|8|21.0
17860|NAZ?LL?|1995|9|12.0
17860|NAZ?LL?|1995|10|12.0
17860|NAZ?LL?|1995|11|21.0
17860|NAZ?LL?|1995|12|21.0
17860|NAZ?LL?|1995|13|12.0
17860|NAZ?LL?|1996|1|26.0
17860|NAZ?LL?|1996|2|19.0
17860|NAZ?LL?|1996|3|20.0
17860|NAZ?LL?|1996|4|8.0
17860|NAZ?LL?|1996|5|9.0
17860|NAZ?LL?|1996|6|7.0
17860|NAZ?LL?|1996|7|14.0
17860|NAZ?LL?|1996|8|12.0
17860|NAZ?LL?|1996|9|8.0
17860|NAZ?LL?|1996|10|7.0
17860|NAZ?LL?|1996|11|10.0
17860|NAZ?LL?|1996|12|35.0
17860|NAZ?LL?|1996|13|7.0
17860|NAZ?LL?|1997|1|18.0
17860|NAZ?LL?|1997|2|16.0
17860|NAZ?LL?|1997|3|15.0
17860|NAZ?LL?|1997|4|18.0
17860|NAZ?LL?|1997|5|12.0
17860|NAZ?LL?|1997|6|14.0
17860|NAZ?LL?|1997|7|19.0
17860|NAZ?LL?|1997|8|22.0
17860|NAZ?LL?|1997|9|17.0
17860|NAZ?LL?|1997|10|15.0
17860|NAZ?LL?|1997|11|17.0
17860|NAZ?LL?|1997|12|27.0
17860|NAZ?LL?|1997|13|12.0
17860|NAZ?LL?|1998|1|23.0
17860|NAZ?LL?|1998|2|18.0
17860|NAZ?LL?|1998|3|19.0
17860|NAZ?LL?|1998|4|14.0
17860|NAZ?LL?|1998|5|15.0
17860|NAZ?LL?|1998|6|15.0
17860|NAZ?LL?|1998|7|12.0
17860|NAZ?LL?|1998|8|17.0
17860|NAZ?LL?|1998|9|9.0
17860|NAZ?LL?|1998|10|5.0
17860|NAZ?LL?|1998|11|22.0
17860|NAZ?LL?|1998|12|37.0
17860|NAZ?LL?|1998|13|5.0
17860|NAZ?LL?|1999|1|22.0
17860|NAZ?LL?|1999|2|17.0
17860|NAZ?LL?|1999|3|18.0
17860|NAZ?LL?|1999|4|13.0
17860|NAZ?LL?|1999|5|11.0
17860|NAZ?LL?|1999|6|14.0
17860|NAZ?LL?|1999|7|12.0
17860|NAZ?LL?|1999|8|19.0
17860|NAZ?LL?|1999|9|9.0
17860|NAZ?LL?|1999|10|11.0
17860|NAZ?LL?|1999|11|11.0
17860|NAZ?LL?|1999|12|24.0
17860|NAZ?LL?|1999|13|9.0
17860|NAZ?LL?|2000|1|16.0
