Istasyon_No|Istasyon_Adi|YIL|AY|MINIMUM_NEM
17186|MAN?SA|2016|2|31.0
17186|MAN?SA|2016|3|18.0
17186|MAN?SA|2016|4|11.0
17186|MAN?SA|2016|5|19.0
17186|MAN?SA|2016|6|14.0
17186|MAN?SA|2016|7|11.0
17186|MAN?SA|2016|8|13.0
17186|MAN?SA|2016|9|16.0
17186|MAN?SA|2016|10|22.0
17186|MAN?SA|2016|11|23.0
17186|MAN?SA|2016|12|21.0
17186|MAN?SA|2016|13|11.0
17186|MAN?SA|2017|1|33.0
17186|MAN?SA|2017|2|30.0
17186|MAN?SA|2017|3|23.0
17186|MAN?SA|2017|4|11.0
17186|MAN?SA|2017|5|12.0
17186|MAN?SA|2017|6|15.0
17186|MAN?SA|2017|7|11.0
17186|MAN?SA|2017|8|16.0
17186|MAN?SA|2017|9|11.0
17186|MAN?SA|2017|10|21.0
17186|MAN?SA|2017|11|29.0
17186|MAN?SA|2017|12|34.0
17186|MAN?SA|2017|13|11.0
17186|MAN?SA|2018|1|34.0
17186|MAN?SA|2018|2|39.0
17186|MAN?SA|2018|3|23.0
17186|MAN?SA|2018|4|13.0
17186|MAN?SA|2018|5|17.0
17186|MAN?SA|2018|6|13.0
17186|MAN?SA|2018|7|19.0
17186|MAN?SA|2018|8|18.0
17186|MAN?SA|2018|9|19.0
17186|MAN?SA|2018|10|30.0
17186|MAN?SA|2018|11|26.0
17186|MAN?SA|2018|12|40.0
17186|MAN?SA|2018|13|13.0
17186|MAN?SA|2019|1|34.0
17186|MAN?SA|2019|2|29.0
17186|MAN?SA|2019|3|17.0
17186|MAN?SA|2019|4|18.0
17186|MAN?SA|2019|5|11.0
17186|MAN?SA|2019|6|17.0
17186|MAN?SA|2019|7|16.0
17186|MAN?SA|2019|8|16.0
17186|MAN?SA|2019|9|18.0
17186|MAN?SA|2019|10|19.0
17186|MAN?SA|2019|11|29.0
17186|MAN?SA|2019|12|43.0
17186|MAN?SA|2019|13|11.0
17186|MAN?SA|2020|1|29.0
17186|MAN?SA|2020|2|32.0
17186|MAN?SA|2020|3|14.0
17186|MAN?SA|2020|4|16.0
17186|MAN?SA|2020|5|11.0
17186|MAN?SA|2020|6|12.0
17186|MAN?SA|2020|7|16.0
17186|MAN?SA|2020|8|11.0
17186|MAN?SA|2020|9|17.0
17186|MAN?SA|2020|10|0.0
17186|MAN?SA|2020|11|26.0
17186|MAN?SA|2020|12|42.0
17186|MAN?SA|2020|13|0.0
17186|MAN?SA|2021|1|32.0
17186|MAN?SA|2021|2|22.0
17186|MAN?SA|2021|3|15.0
17186|MAN?SA|2021|4|20.0
17186|MAN?SA|2021|5|14.0
17186|MAN?SA|2021|6|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|1|36.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|2|29.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|3|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|4|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|5|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|6|14.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|7|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|8|8.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|9|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|10|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|11|28.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|12|32.0
17227|AYDIN ?ILDIR HAVAL?MANI|2010|13|8.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|1|33.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|2|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|3|25.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|4|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|5|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|6|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|7|13.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|8|10.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|9|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|10|22.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|11|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|12|20.0
17227|AYDIN ?ILDIR HAVAL?MANI|2011|13|10.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|1|34.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|2|23.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|3|20.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|4|16.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|5|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|6|9.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|7|10.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|8|8.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|9|14.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|10|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|11|31.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|12|40.0
17227|AYDIN ?ILDIR HAVAL?MANI|2012|13|8.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|1|35.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|2|38.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|3|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|4|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|5|9.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|6|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|7|12.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|8|10.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|9|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|10|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|11|28.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|12|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2013|13|9.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|1|36.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|2|26.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|3|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|4|14.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|5|14.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|6|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|7|16.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|8|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|9|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|10|14.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|11|26.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|12|27.0
17227|AYDIN ?ILDIR HAVAL?MANI|2014|13|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|1|27.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|2|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|3|29.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|4|16.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|5|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|6|20.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|7|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|8|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|9|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|10|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|11|14.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|12|25.0
17227|AYDIN ?ILDIR HAVAL?MANI|2015|13|14.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|1|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|2|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|3|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|4|10.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|5|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|6|10.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|7|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|8|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|9|14.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|10|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|11|16.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|12|22.0
17227|AYDIN ?ILDIR HAVAL?MANI|2016|13|10.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|1|34.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|2|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|3|23.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|4|12.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|5|11.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|6|12.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|7|8.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|8|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|9|13.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|10|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|11|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|12|39.0
17227|AYDIN ?ILDIR HAVAL?MANI|2017|13|8.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|1|29.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|2|41.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|3|29.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|4|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|5|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|6|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|7|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|8|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|9|20.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|10|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|11|16.0
17227|AYDIN ?ILDIR HAVAL?MANI|2018|12|36.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|1|33.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|2|32.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|3|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|4|29.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|5|20.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|6|26.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|7|19.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|8|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|9|25.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|10|22.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|11|28.0
17227|AYDIN ?ILDIR HAVAL?MANI|2019|12|39.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|1|31.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|2|32.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|3|24.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|4|32.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|5|17.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|6|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|7|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|8|21.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|9|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|10|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|11|23.0
17227|AYDIN ?ILDIR HAVAL?MANI|2020|12|43.0
17227|AYDIN ?ILDIR HAVAL?MANI|2021|1|41.0
17227|AYDIN ?ILDIR HAVAL?MANI|2021|2|31.0
17227|AYDIN ?ILDIR HAVAL?MANI|2021|3|29.0
17227|AYDIN ?ILDIR HAVAL?MANI|2021|4|18.0
17227|AYDIN ?ILDIR HAVAL?MANI|2021|5|15.0
17227|AYDIN ?ILDIR HAVAL?MANI|2021|6|18.0
17237|DEN?ZL?|1960|1|31.0
17237|DEN?ZL?|1960|2|15.0
17237|DEN?ZL?|1960|3|25.0
17237|DEN?ZL?|1960|4|23.0
17237|DEN?ZL?|1960|5|11.0
17237|DEN?ZL?|1960|6|12.0
17237|DEN?ZL?|1960|7|10.0
17237|DEN?ZL?|1960|8|9.0
17237|DEN?ZL?|1960|9|9.0
17237|DEN?ZL?|1960|10|6.0
17237|DEN?ZL?|1960|11|26.0
17237|DEN?ZL?|1960|12|31.0
17237|DEN?ZL?|1960|13|6.0
17237|DEN?ZL?|1961|1|27.0
17237|DEN?ZL?|1961|2|22.0
17237|DEN?ZL?|1961|3|14.0
17237|DEN?ZL?|1961|4|12.0
17237|DEN?ZL?|1961|5|11.0
17237|DEN?ZL?|1961|6|11.0
17237|DEN?ZL?|1961|7|5.0
17237|DEN?ZL?|1961|8|8.0
17237|DEN?ZL?|1961|9|5.0
17237|DEN?ZL?|1961|10|11.0
17237|DEN?ZL?|1961|11|21.0
17237|DEN?ZL?|1961|12|41.0
17237|DEN?ZL?|1961|13|5.0
17237|DEN?ZL?|1962|1|34.0
17237|DEN?ZL?|1962|2|35.0
17237|DEN?ZL?|1962|3|24.0
17237|DEN?ZL?|1962|4|16.0
17237|DEN?ZL?|1962|5|9.0
17237|DEN?ZL?|1962|6|9.0
17237|DEN?ZL?|1962|7|8.0
17237|DEN?ZL?|1962|8|9.0
17237|DEN?ZL?|1962|9|7.0
17237|DEN?ZL?|1962|10|27.0
17237|DEN?ZL?|1962|11|28.0
17237|DEN?ZL?|1962|12|41.0
17237|DEN?ZL?|1962|13|7.0
17237|DEN?ZL?|1963|1|46.0
17237|DEN?ZL?|1963|2|15.0
17237|DEN?ZL?|1963|3|19.0
17237|DEN?ZL?|1963|4|19.0
17237|DEN?ZL?|1963|5|30.0
17237|DEN?ZL?|1963|6|12.0
17237|DEN?ZL?|1963|7|13.0
17237|DEN?ZL?|1963|8|16.0
17237|DEN?ZL?|1963|9|13.0
17237|DEN?ZL?|1963|10|16.0
17237|DEN?ZL?|1963|11|23.0
17237|DEN?ZL?|1963|12|13.0
17237|DEN?ZL?|1963|13|12.0
17237|DEN?ZL?|1964|1|13.0
17237|DEN?ZL?|1964|2|28.0
17237|DEN?ZL?|1964|3|27.0
17237|DEN?ZL?|1964|4|11.0
17237|DEN?ZL?|1964|5|23.0
17237|DEN?ZL?|1964|6|22.0
17237|DEN?ZL?|1964|7|11.0
17237|DEN?ZL?|1964|8|12.0
17237|DEN?ZL?|1964|9|10.0
17237|DEN?ZL?|1964|10|9.0
17237|DEN?ZL?|1964|11|19.0
17237|DEN?ZL?|1964|12|38.0
17237|DEN?ZL?|1964|13|9.0
17237|DEN?ZL?|1965|1|34.0
17237|DEN?ZL?|1965|2|35.0
17237|DEN?ZL?|1965|3|22.0
17237|DEN?ZL?|1965|4|24.0
17237|DEN?ZL?|1965|5|14.0
17237|DEN?ZL?|1965|6|11.0
17237|DEN?ZL?|1965|7|5.0
17237|DEN?ZL?|1965|8|21.0
17237|DEN?ZL?|1965|9|20.0
17237|DEN?ZL?|1965|10|17.0
17237|DEN?ZL?|1965|11|18.0
17237|DEN?ZL?|1965|12|20.0
17237|DEN?ZL?|1965|13|5.0
17237|DEN?ZL?|1966|1|52.0
17237|DEN?ZL?|1966|2|37.0
17237|DEN?ZL?|1966|3|29.0
17237|DEN?ZL?|1966|4|29.0
17237|DEN?ZL?|1966|5|19.0
17237|DEN?ZL?|1966|6|19.0
17237|DEN?ZL?|1966|7|19.0
17237|DEN?ZL?|1966|8|23.0
17237|DEN?ZL?|1966|9|24.0
17237|DEN?ZL?|1966|10|29.0
17237|DEN?ZL?|1966|11|35.0
17237|DEN?ZL?|1966|12|48.0
17237|DEN?ZL?|1966|13|19.0
17237|DEN?ZL?|1967|1|24.0
17237|DEN?ZL?|1967|2|30.0
17237|DEN?ZL?|1967|3|31.0
17237|DEN?ZL?|1967|4|29.0
17237|DEN?ZL?|1967|5|24.0
17237|DEN?ZL?|1967|6|19.0
17237|DEN?ZL?|1967|7|19.0
17237|DEN?ZL?|1967|8|21.0
17237|DEN?ZL?|1967|9|18.0
17237|DEN?ZL?|1967|10|25.0
17237|DEN?ZL?|1967|11|31.0
17237|DEN?ZL?|1967|12|38.0
17237|DEN?ZL?|1967|13|18.0
17237|DEN?ZL?|1968|1|48.0
17237|DEN?ZL?|1968|2|35.0
17237|DEN?ZL?|1968|3|27.0
17237|DEN?ZL?|1968|4|21.0
17237|DEN?ZL?|1968|5|24.0
17237|DEN?ZL?|1968|6|23.0
17237|DEN?ZL?|1968|7|16.0
17237|DEN?ZL?|1968|8|21.0
17237|DEN?ZL?|1968|9|18.0
17237|DEN?ZL?|1968|10|36.0
17237|DEN?ZL?|1968|11|52.0
17237|DEN?ZL?|1968|12|43.0
17237|DEN?ZL?|1968|13|16.0
17237|DEN?ZL?|1969|1|38.0
17237|DEN?ZL?|1969|2|38.0
17237|DEN?ZL?|1969|3|37.0
17237|DEN?ZL?|1969|4|36.0
17237|DEN?ZL?|1969|5|16.0
17237|DEN?ZL?|1969|6|18.0
17237|DEN?ZL?|1969|7|22.0
17237|DEN?ZL?|1969|8|21.0
17237|DEN?ZL?|1969|9|25.0
17237|DEN?ZL?|1969|10|30.0
17237|DEN?ZL?|1969|11|30.0
17237|DEN?ZL?|1969|12|34.0
17237|DEN?ZL?|1969|13|16.0
17237|DEN?ZL?|1970|1|34.0
17237|DEN?ZL?|1970|2|34.0
17237|DEN?ZL?|1970|3|15.0
17237|DEN?ZL?|1970|4|13.0
17237|DEN?ZL?|1970|5|19.0
17237|DEN?ZL?|1970|6|18.0
17237|DEN?ZL?|1970|7|25.0
17237|DEN?ZL?|1970|8|19.0
17237|DEN?ZL?|1970|9|25.0
17237|DEN?ZL?|1970|10|21.0
17237|DEN?ZL?|1970|11|36.0
17237|DEN?ZL?|1970|12|34.0
17237|DEN?ZL?|1970|13|13.0
17237|DEN?ZL?|1971|1|30.0
17237|DEN?ZL?|1971|2|33.0
17237|DEN?ZL?|1971|3|16.0
17237|DEN?ZL?|1971|4|14.0
17237|DEN?ZL?|1971|5|22.0
17237|DEN?ZL?|1971|6|16.0
17237|DEN?ZL?|1971|7|28.0
17237|DEN?ZL?|1971|8|23.0
17237|DEN?ZL?|1971|9|21.0
17237|DEN?ZL?|1971|10|23.0
17237|DEN?ZL?|1971|11|27.0
17237|DEN?ZL?|1971|12|38.0
17237|DEN?ZL?|1971|13|14.0
17237|DEN?ZL?|1972|1|44.0
17237|DEN?ZL?|1972|2|27.0
17237|DEN?ZL?|1972|3|17.0
17237|DEN?ZL?|1972|4|16.0
17237|DEN?ZL?|1972|5|22.0
17237|DEN?ZL?|1972|6|19.0
17237|DEN?ZL?|1972|7|26.0
17237|DEN?ZL?|1972|8|22.0
17237|DEN?ZL?|1972|9|19.0
17237|DEN?ZL?|1972|10|26.0
17237|DEN?ZL?|1972|11|55.0
17237|DEN?ZL?|1972|12|33.0
17237|DEN?ZL?|1972|13|16.0
17237|DEN?ZL?|1973|1|30.0
17237|DEN?ZL?|1973|2|25.0
17237|DEN?ZL?|1973|3|20.0
17237|DEN?ZL?|1973|4|22.0
17237|DEN?ZL?|1973|5|19.0
17237|DEN?ZL?|1973|6|23.0
17237|DEN?ZL?|1973|7|20.0
17237|DEN?ZL?|1973|8|26.0
17237|DEN?ZL?|1973|9|24.0
17237|DEN?ZL?|1973|10|25.0
17237|DEN?ZL?|1973|11|30.0
17237|DEN?ZL?|1973|12|42.0
17237|DEN?ZL?|1973|13|19.0
17237|DEN?ZL?|1974|1|36.0
17237|DEN?ZL?|1974|2|12.0
17237|DEN?ZL?|1974|3|21.0
17237|DEN?ZL?|1974|4|16.0
17237|DEN?ZL?|1974|5|11.0
17237|DEN?ZL?|1974|6|14.0
17237|DEN?ZL?|1974|7|10.0
17237|DEN?ZL?|1974|8|16.0
17237|DEN?ZL?|1974|9|18.0
17237|DEN?ZL?|1974|10|18.0
17237|DEN?ZL?|1974|11|40.0
17237|DEN?ZL?|1974|12|40.0
17237|DEN?ZL?|1974|13|10.0
17237|DEN?ZL?|1975|1|44.0
17237|DEN?ZL?|1975|2|44.0
17237|DEN?ZL?|1975|3|20.0
17237|DEN?ZL?|1975|4|27.0
17237|DEN?ZL?|1975|5|27.0
17237|DEN?ZL?|1975|6|24.0
17237|DEN?ZL?|1975|7|27.0
17237|DEN?ZL?|1975|8|23.0
17237|DEN?ZL?|1975|9|25.0
17237|DEN?ZL?|1975|10|24.0
17237|DEN?ZL?|1975|11|15.0
17237|DEN?ZL?|1975|12|50.0
17237|DEN?ZL?|1975|13|15.0
17237|DEN?ZL?|1976|1|47.0
17237|DEN?ZL?|1976|2|31.0
17237|DEN?ZL?|1976|3|27.0
17237|DEN?ZL?|1976|4|19.0
17237|DEN?ZL?|1976|5|28.0
17237|DEN?ZL?|1976|6|18.0
17237|DEN?ZL?|1976|7|14.0
17237|DEN?ZL?|1976|8|26.0
17237|DEN?ZL?|1976|9|23.0
17237|DEN?ZL?|1976|10|26.0
17237|DEN?ZL?|1976|11|27.0
17237|DEN?ZL?|1976|12|17.0
17237|DEN?ZL?|1976|13|14.0
17237|DEN?ZL?|1977|1|42.0
17237|DEN?ZL?|1977|2|11.0
17237|DEN?ZL?|1977|3|29.0
17237|DEN?ZL?|1977|4|23.0
17237|DEN?ZL?|1977|5|20.0
17237|DEN?ZL?|1977|6|12.0
17237|DEN?ZL?|1977|7|15.0
17237|DEN?ZL?|1977|8|10.0
17237|DEN?ZL?|1977|9|30.0
17237|DEN?ZL?|1977|10|18.0
17237|DEN?ZL?|1977|11|10.0
17237|DEN?ZL?|1977|12|36.0
17237|DEN?ZL?|1977|13|10.0
17237|DEN?ZL?|1978|1|25.0
17237|DEN?ZL?|1978|2|3.0
17237|DEN?ZL?|1978|3|31.0
17237|DEN?ZL?|1978|4|26.0
17237|DEN?ZL?|1978|5|17.0
17237|DEN?ZL?|1978|6|17.0
17237|DEN?ZL?|1978|7|15.0
17237|DEN?ZL?|1978|8|26.0
17237|DEN?ZL?|1978|9|26.0
17237|DEN?ZL?|1978|10|22.0
17237|DEN?ZL?|1978|11|24.0
17237|DEN?ZL?|1978|12|49.0
17237|DEN?ZL?|1978|13|3.0
17237|DEN?ZL?|1979|1|43.0
17237|DEN?ZL?|1979|2|29.0
17237|DEN?ZL?|1979|3|12.0
17237|DEN?ZL?|1979|4|16.0
17237|DEN?ZL?|1979|5|28.0
17237|DEN?ZL?|1979|6|20.0
17237|DEN?ZL?|1979|7|19.0
17237|DEN?ZL?|1979|8|18.0
17237|DEN?ZL?|1979|9|13.0
17237|DEN?ZL?|1979|10|12.0
17237|DEN?ZL?|1979|11|36.0
17237|DEN?ZL?|1979|12|42.0
17237|DEN?ZL?|1979|13|12.0
17237|DEN?ZL?|1980|1|39.0
17237|DEN?ZL?|1980|2|41.0
17237|DEN?ZL?|1980|3|34.0
17237|DEN?ZL?|1980|4|19.0
17237|DEN?ZL?|1980|5|15.0
17237|DEN?ZL?|1980|6|5.0
17237|DEN?ZL?|1980|7|10.0
17237|DEN?ZL?|1980|8|26.0
17237|DEN?ZL?|1980|9|22.0
17237|DEN?ZL?|1980|10|19.0
17237|DEN?ZL?|1980|11|30.0
17237|DEN?ZL?|1980|12|32.0
17237|DEN?ZL?|1980|13|5.0
17237|DEN?ZL?|1981|1|33.0
17237|DEN?ZL?|1981|2|34.0
17237|DEN?ZL?|1981|3|15.0
17237|DEN?ZL?|1981|4|11.0
17237|DEN?ZL?|1981|5|19.0
17237|DEN?ZL?|1981|6|19.0
17237|DEN?ZL?|1981|7|21.0
17237|DEN?ZL?|1981|8|20.0
17237|DEN?ZL?|1981|9|23.0
17237|DEN?ZL?|1981|10|18.0
17237|DEN?ZL?|1981|11|29.0
17237|DEN?ZL?|1981|12|28.0
17237|DEN?ZL?|1981|13|11.0
17237|DEN?ZL?|1982|1|24.0
17237|DEN?ZL?|1982|2|25.0
17237|DEN?ZL?|1982|3|15.0
17237|DEN?ZL?|1982|4|19.0
17237|DEN?ZL?|1982|5|15.0
17237|DEN?ZL?|1982|6|13.0
17237|DEN?ZL?|1982|7|19.0
17237|DEN?ZL?|1982|8|10.0
17237|DEN?ZL?|1982|9|14.0
17237|DEN?ZL?|1982|10|16.0
17237|DEN?ZL?|1982|11|19.0
17237|DEN?ZL?|1982|12|18.0
17237|DEN?ZL?|1982|13|10.0
17237|DEN?ZL?|1983|1|35.0
17237|DEN?ZL?|1983|2|14.0
17237|DEN?ZL?|1983|3|14.0
17237|DEN?ZL?|1983|4|10.0
17237|DEN?ZL?|1983|5|16.0
17237|DEN?ZL?|1983|6|14.0
17237|DEN?ZL?|1983|7|16.0
17237|DEN?ZL?|1983|8|7.0
17237|DEN?ZL?|1983|9|10.0
17237|DEN?ZL?|1983|10|23.0
17237|DEN?ZL?|1983|11|33.0
17237|DEN?ZL?|1983|12|39.0
17237|DEN?ZL?|1983|13|7.0
17237|DEN?ZL?|1984|1|51.0
17237|DEN?ZL?|1984|2|37.0
17237|DEN?ZL?|1984|3|11.0
17237|DEN?ZL?|1984|4|30.0
17237|DEN?ZL?|1984|5|9.0
17237|DEN?ZL?|1984|6|18.0
17237|DEN?ZL?|1984|7|17.0
17237|DEN?ZL?|1984|8|27.0
17237|DEN?ZL?|1984|9|20.0
17237|DEN?ZL?|1984|10|17.0
17237|DEN?ZL?|1984|11|27.0
17237|DEN?ZL?|1984|12|31.0
17237|DEN?ZL?|1984|13|9.0
17237|DEN?ZL?|1985|1|27.0
17237|DEN?ZL?|1985|2|33.0
17237|DEN?ZL?|1985|3|23.0
17237|DEN?ZL?|1985|4|15.0
17237|DEN?ZL?|1985|5|22.0
17237|DEN?ZL?|1985|6|17.0
17237|DEN?ZL?|1985|7|16.0
17237|DEN?ZL?|1985|8|18.0
17237|DEN?ZL?|1985|9|21.0
17237|DEN?ZL?|1985|10|22.0
17237|DEN?ZL?|1985|11|41.0
17237|DEN?ZL?|1985|12|47.0
17237|DEN?ZL?|1985|13|15.0
17237|DEN?ZL?|1986|1|41.0
17237|DEN?ZL?|1986|2|41.0
17237|DEN?ZL?|1986|3|44.0
17237|DEN?ZL?|1986|4|24.0
17237|DEN?ZL?|1986|5|27.0
17237|DEN?ZL?|1986|6|31.0
17237|DEN?ZL?|1986|7|28.0
17237|DEN?ZL?|1986|8|27.0
17237|DEN?ZL?|1986|9|32.0
17237|DEN?ZL?|1986|10|35.0
17237|DEN?ZL?|1986|11|41.0
17237|DEN?ZL?|1986|12|38.0
17237|DEN?ZL?|1986|13|24.0
17237|DEN?ZL?|1987|1|35.0
17237|DEN?ZL?|1987|2|36.0
17237|DEN?ZL?|1987|3|37.0
17237|DEN?ZL?|1987|4|30.0
17237|DEN?ZL?|1987|5|23.0
17237|DEN?ZL?|1987|6|27.0
17237|DEN?ZL?|1987|7|22.0
17237|DEN?ZL?|1987|8|30.0
17237|DEN?ZL?|1987|9|25.0
17237|DEN?ZL?|1987|10|28.0
17237|DEN?ZL?|1987|11|46.0
17237|DEN?ZL?|1987|12|40.0
17237|DEN?ZL?|1987|13|22.0
17237|DEN?ZL?|1988|1|37.0
