Istasyon_No|Istasyon_Adi|YIL|AY|ORTALAMA_SICAKLIK_?C
17884|M?LAS|2010|12|13.0
17884|M?LAS|2010|13|19.9
17884|M?LAS|2011|1|9.7
17884|M?LAS|2011|2|11.2
17884|M?LAS|2011|3|12.6
17884|M?LAS|2011|4|15.7
17884|M?LAS|2011|5|20.3
17884|M?LAS|2011|6|25.7
17884|M?LAS|2011|7|29.9
17884|M?LAS|2011|8|29.4
17884|M?LAS|2011|9|26.1
17884|M?LAS|2011|10|17.8
17884|M?LAS|2011|11|12.0
17884|M?LAS|2011|12|10.4
17884|M?LAS|2011|13|18.4
17884|M?LAS|2012|1|7.7
17884|M?LAS|2012|2|8.5
17884|M?LAS|2012|3|11.8
17884|M?LAS|2012|4|16.8
17884|M?LAS|2012|5|20.4
17884|M?LAS|2012|6|28.1
17884|M?LAS|2012|7|31.8
17884|M?LAS|2012|8|30.8
17884|M?LAS|2012|9|25.3
17884|M?LAS|2012|10|21.4
17884|M?LAS|2012|11|16.8
17884|M?LAS|2012|12|11.1
17884|M?LAS|2012|13|19.2
17884|M?LAS|2013|1|9.7
17884|M?LAS|2013|2|11.1
17884|M?LAS|2013|3|13.6
17884|M?LAS|2013|4|17.2
17884|M?LAS|2013|5|22.7
17884|M?LAS|2013|6|26.5
17884|M?LAS|2013|7|29.6
17884|M?LAS|2013|8|30.3
17884|M?LAS|2013|9|25.0
17884|M?LAS|2013|10|17.7
17884|M?LAS|2013|11|14.9
17884|M?LAS|2013|12|9.2
17884|M?LAS|2013|13|19.0
17884|M?LAS|2014|1|11.5
17884|M?LAS|2014|2|11.8
17884|M?LAS|2014|3|13.4
17884|M?LAS|2014|4|17.1
17884|M?LAS|2014|5|20.9
17884|M?LAS|2014|6|25.4
17884|M?LAS|2014|7|28.6
17884|M?LAS|2014|8|29.9
17884|M?LAS|2014|9|24.7
17884|M?LAS|2014|10|19.9
17884|M?LAS|2014|11|14.5
17884|M?LAS|2014|12|12.9
17884|M?LAS|2014|13|19.3
17884|M?LAS|2015|1|9.1
17884|M?LAS|2015|2|10.4
17884|M?LAS|2015|3|13.0
17884|M?LAS|2015|4|15.4
17884|M?LAS|2015|5|21.6
17884|M?LAS|2015|6|25.2
17884|M?LAS|2015|7|29.8
17884|M?LAS|2015|8|30.5
17884|M?LAS|2015|9|27.6
17884|M?LAS|2015|10|22.4
17884|M?LAS|2015|11|16.8
17884|M?LAS|2015|12|10.6
17884|M?LAS|2015|13|19.4
17884|M?LAS|2016|1|10.8
17884|M?LAS|2016|2|15.1
17884|M?LAS|2016|3|15.6
17884|M?LAS|2016|4|22.3
17884|M?LAS|2016|5|25.8
17884|M?LAS|2016|6|28.8
17884|M?LAS|2016|7|34.2
17884|M?LAS|2016|8|29.1
17884|M?LAS|2016|9|25.0
17884|M?LAS|2016|10|20.3
17884|M?LAS|2016|11|14.3
17884|M?LAS|2016|12|7.8
17884|M?LAS|2016|13|19.7
17884|M?LAS|2017|1|7.7
17884|M?LAS|2017|2|10.7
17884|M?LAS|2017|3|13.7
17884|M?LAS|2017|4|16.2
17884|M?LAS|2017|5|20.9
17884|M?LAS|2017|6|26.5
17884|M?LAS|2017|7|30.6
17884|M?LAS|2017|8|29.3
17884|M?LAS|2017|9|24.5
17884|M?LAS|2017|10|19.1
17884|M?LAS|2017|11|12.9
17884|M?LAS|2017|12|12.0
17884|M?LAS|2017|13|18.8
17884|M?LAS|2018|1|9.7
17884|M?LAS|2018|2|12.4
17884|M?LAS|2018|3|14.8
17884|M?LAS|2018|4|19.0
17884|M?LAS|2018|5|23.6
17884|M?LAS|2018|6|25.9
17884|M?LAS|2018|7|29.7
17884|M?LAS|2018|8|28.7
17884|M?LAS|2018|9|26.2
17884|M?LAS|2018|10|19.8
17884|M?LAS|2018|11|15.8
17884|M?LAS|2018|12|10.2
17884|M?LAS|2018|13|19.7
17884|M?LAS|2019|1|9.4
17884|M?LAS|2019|2|11.4
17884|M?LAS|2019|3|13.7
17884|M?LAS|2019|4|16.5
17884|M?LAS|2019|5|21.4
17884|M?LAS|2019|6|27.0
17884|M?LAS|2019|7|29.1
17884|M?LAS|2019|8|30.2
17884|M?LAS|2019|9|25.1
17884|M?LAS|2019|10|21.4
17884|M?LAS|2019|11|16.7
17884|M?LAS|2019|12|11.2
17884|M?LAS|2019|13|19.5
17884|M?LAS|2020|1|9.6
17884|M?LAS|2020|2|11.2
17884|M?LAS|2020|3|13.6
17884|M?LAS|2020|4|16.9
17884|M?LAS|2020|5|22.0
17884|M?LAS|2020|6|24.8
17884|M?LAS|2020|7|29.9
17884|M?LAS|2020|8|29.7
17884|M?LAS|2020|9|27.3
17884|M?LAS|2020|10|21.2
17884|M?LAS|2020|11|15.1
17884|M?LAS|2020|12|12.6
17884|M?LAS|2020|13|19.9
17884|M?LAS|2021|1|11.1
17884|M?LAS|2021|2|12.4
17884|M?LAS|2021|3|12.1
17884|M?LAS|2021|4|17.4
17884|M?LAS|2021|5|23.3
17884|M?LAS|2021|6|26.3
17886|YATA?AN|1968|1|6.1
17886|YATA?AN|1968|2|8.8
17886|YATA?AN|1968|3|9.1
17886|YATA?AN|1968|4|16.7
17886|YATA?AN|1968|5|22.3
17886|YATA?AN|1968|6|24.2
17886|YATA?AN|1968|7|27.8
17886|YATA?AN|1968|8|24.7
17886|YATA?AN|1968|9|21.2
17886|YATA?AN|1968|10|15.8
17886|YATA?AN|1968|11|12.4
17886|YATA?AN|1968|12|9.3
17886|YATA?AN|1968|13|16.6
17886|YATA?AN|1969|1|5.9
17886|YATA?AN|1969|2|8.8
17886|YATA?AN|1969|3|10.9
17886|YATA?AN|1969|4|12.0
17886|YATA?AN|1969|5|20.8
17886|YATA?AN|1969|6|25.1
17886|YATA?AN|1969|7|25.8
17886|YATA?AN|1969|8|26.8
17886|YATA?AN|1969|9|24.1
17886|YATA?AN|1969|10|17.3
17886|YATA?AN|1969|11|12.6
17886|YATA?AN|1969|12|10.1
17886|YATA?AN|1969|13|16.7
17886|YATA?AN|1970|1|8.7
17886|YATA?AN|1970|2|9.2
17886|YATA?AN|1970|3|11.5
17886|YATA?AN|1970|4|15.7
17886|YATA?AN|1970|5|18.3
17886|YATA?AN|1970|6|24.6
17886|YATA?AN|1970|7|26.9
17886|YATA?AN|1970|8|26.7
17886|YATA?AN|1970|9|22.1
17886|YATA?AN|1970|10|15.5
17886|YATA?AN|1970|11|11.6
17886|YATA?AN|1970|12|7.1
17886|YATA?AN|1970|13|16.5
17886|YATA?AN|1971|1|10.2
17886|YATA?AN|1971|2|7.2
17886|YATA?AN|1971|3|10.2
17886|YATA?AN|1971|4|13.4
17886|YATA?AN|1971|5|19.5
17886|YATA?AN|1971|6|23.9
17886|YATA?AN|1971|7|26.2
17886|YATA?AN|1971|8|26.2
17886|YATA?AN|1971|9|22.0
17886|YATA?AN|1971|10|15.6
17886|YATA?AN|1971|11|11.5
17886|YATA?AN|1971|12|6.5
17886|YATA?AN|1971|13|16.1
17886|YATA?AN|1972|1|5.9
17886|YATA?AN|1972|2|6.9
17886|YATA?AN|1972|3|10.7
17886|YATA?AN|1972|4|15.9
17886|YATA?AN|1972|5|19.1
17886|YATA?AN|1972|6|23.9
17886|YATA?AN|1972|7|25.3
17886|YATA?AN|1972|8|25.6
17886|YATA?AN|1972|9|22.8
17886|YATA?AN|1972|10|15.4
17886|YATA?AN|1972|11|11.0
17886|YATA?AN|1972|12|5.3
17886|YATA?AN|1972|13|15.7
17886|YATA?AN|1973|1|5.2
17886|YATA?AN|1973|2|8.6
17886|YATA?AN|1973|3|8.9
17886|YATA?AN|1973|4|12.3
17886|YATA?AN|1973|5|20.2
17886|YATA?AN|1973|6|23.6
17886|YATA?AN|1973|7|27.2
17886|YATA?AN|1973|8|26.4
17886|YATA?AN|1973|9|23.7
17886|YATA?AN|1973|10|17.9
17886|YATA?AN|1973|11|10.1
17886|YATA?AN|1973|12|8.8
17886|YATA?AN|1973|13|16.1
17886|YATA?AN|1974|1|4.0
17886|YATA?AN|1974|2|8.1
17886|YATA?AN|1974|3|11.5
17886|YATA?AN|1974|4|12.8
17886|YATA?AN|1974|5|18.2
17886|YATA?AN|1974|6|24.3
17886|YATA?AN|1974|7|27.2
17886|YATA?AN|1974|8|25.6
17886|YATA?AN|1974|9|22.1
17886|YATA?AN|1974|10|19.1
17886|YATA?AN|1974|11|11.3
17886|YATA?AN|1974|12|5.8
17886|YATA?AN|1974|13|15.9
17886|YATA?AN|1975|1|5.1
17886|YATA?AN|1975|2|6.1
17886|YATA?AN|1975|3|10.8
17886|YATA?AN|1975|4|14.6
17886|YATA?AN|1975|5|17.7
17886|YATA?AN|1975|6|21.7
17886|YATA?AN|1975|7|26.3
17886|YATA?AN|1975|8|25.1
17886|YATA?AN|1975|9|22.6
17886|YATA?AN|1975|10|16.3
17886|YATA?AN|1975|11|10.8
17886|YATA?AN|1975|12|6.4
17886|YATA?AN|1975|13|15.3
17886|YATA?AN|1976|1|5.6
17886|YATA?AN|1976|2|5.5
17886|YATA?AN|1976|3|10.0
17886|YATA?AN|1976|4|13.1
17886|YATA?AN|1976|5|18.7
17886|YATA?AN|1976|6|22.1
17886|YATA?AN|1976|7|24.7
17886|YATA?AN|1976|8|23.9
17886|YATA?AN|1976|9|20.5
17886|YATA?AN|1976|10|17.3
17886|YATA?AN|1976|11|11.7
17886|YATA?AN|1976|12|7.2
17886|YATA?AN|1976|13|15.1
17886|YATA?AN|1977|1|6.8
17886|YATA?AN|1977|2|9.8
17886|YATA?AN|1977|3|9.7
17886|YATA?AN|1977|4|14.1
17886|YATA?AN|1977|5|19.9
17886|YATA?AN|1977|6|23.8
17886|YATA?AN|1977|7|27.6
17886|YATA?AN|1977|8|27.0
17886|YATA?AN|1977|9|21.4
17886|YATA?AN|1977|10|15.0
17886|YATA?AN|1977|11|13.9
17886|YATA?AN|1977|12|6.5
17886|YATA?AN|1977|13|16.3
17886|YATA?AN|1978|1|7.0
17886|YATA?AN|1978|2|9.5
17886|YATA?AN|1978|3|10.3
17886|YATA?AN|1978|4|13.5
17886|YATA?AN|1978|5|19.2
17886|YATA?AN|1978|6|23.5
17886|YATA?AN|1978|7|27.5
17886|YATA?AN|1978|8|25.0
17886|YATA?AN|1978|9|20.2
17886|YATA?AN|1978|10|17.2
17886|YATA?AN|1978|11|9.1
17886|YATA?AN|1978|12|8.4
17886|YATA?AN|1978|13|15.9
17886|YATA?AN|1979|1|7.1
17886|YATA?AN|1979|2|8.8
17886|YATA?AN|1979|3|11.2
17886|YATA?AN|1979|4|13.7
17886|YATA?AN|1979|5|18.0
17886|YATA?AN|1979|6|23.2
17886|YATA?AN|1979|7|25.8
17886|YATA?AN|1979|8|25.6
17886|YATA?AN|1979|9|22.9
17886|YATA?AN|1979|10|17.4
17886|YATA?AN|1979|11|11.7
17886|YATA?AN|1979|12|7.9
17886|YATA?AN|1979|13|16.2
17886|YATA?AN|1980|1|5.3
17886|YATA?AN|1980|2|6.5
17886|YATA?AN|1980|3|9.1
17886|YATA?AN|1980|4|12.3
17886|YATA?AN|1980|5|17.2
17886|YATA?AN|1980|6|23.0
17886|YATA?AN|1980|7|26.8
17886|YATA?AN|1980|8|26.5
17886|YATA?AN|1980|9|21.1
17886|YATA?AN|1980|10|17.5
17886|YATA?AN|1980|11|12.7
17886|YATA?AN|1980|12|8.4
17886|YATA?AN|1980|13|15.6
17886|YATA?AN|1981|1|6.1
17886|YATA?AN|1981|2|6.6
17886|YATA?AN|1981|3|11.1
17886|YATA?AN|1981|4|13.6
17886|YATA?AN|1981|5|16.6
17886|YATA?AN|1981|6|24.6
17886|YATA?AN|1981|7|26.7
17886|YATA?AN|1981|8|26.2
17886|YATA?AN|1981|9|22.4
17886|YATA?AN|1981|10|19.2
17886|YATA?AN|1981|11|9.5
17886|YATA?AN|1981|12|10.5
17886|YATA?AN|1981|13|16.1
17886|YATA?AN|1982|1|7.6
17886|YATA?AN|1982|2|5.3
17886|YATA?AN|1982|3|8.5
17886|YATA?AN|1982|4|13.4
17886|YATA?AN|1982|5|17.6
17886|YATA?AN|1982|6|22.9
17886|YATA?AN|1982|7|25.3
17886|YATA?AN|1982|8|26.4
17886|YATA?AN|1982|9|23.4
17886|YATA?AN|1982|10|16.7
17886|YATA?AN|1982|11|10.2
17886|YATA?AN|1982|12|8.1
17886|YATA?AN|1982|13|15.5
17886|YATA?AN|1983|1|4.1
17886|YATA?AN|1983|2|5.1
17886|YATA?AN|1983|3|9.2
17886|YATA?AN|1983|4|14.9
17886|YATA?AN|1983|5|18.6
17886|YATA?AN|1983|6|21.1
17886|YATA?AN|1983|7|25.2
17886|YATA?AN|1983|8|24.9
17886|YATA?AN|1983|9|22.0
17886|YATA?AN|1983|10|15.7
17886|YATA?AN|1983|11|12.0
17886|YATA?AN|1983|12|8.3
17886|YATA?AN|1983|13|15.1
17886|YATA?AN|1984|1|7.5
17886|YATA?AN|1984|2|8.4
17886|YATA?AN|1984|3|9.7
17886|YATA?AN|1984|4|12.0
17886|YATA?AN|1984|5|19.5
17886|YATA?AN|1984|6|23.2
17886|YATA?AN|1984|7|26.2
17886|YATA?AN|1984|8|24.3
17886|YATA?AN|1984|9|22.5
17886|YATA?AN|1984|10|18.2
17886|YATA?AN|1984|11|11.7
17886|YATA?AN|1984|12|6.5
17886|YATA?AN|1984|13|15.8
17886|YATA?AN|1985|1|9.0
17886|YATA?AN|1985|2|4.8
17886|YATA?AN|1985|3|9.9
17886|YATA?AN|1985|4|15.0
17886|YATA?AN|1985|5|20.0
17886|YATA?AN|1985|6|22.9
17886|YATA?AN|1985|7|26.3
17886|YATA?AN|1985|8|27.2
17886|YATA?AN|1985|9|22.7
17886|YATA?AN|1985|10|14.9
17886|YATA?AN|1985|11|13.6
17886|YATA?AN|1985|12|8.2
17886|YATA?AN|1985|13|16.3
17886|YATA?AN|1986|1|8.6
17886|YATA?AN|1986|2|8.8
17886|YATA?AN|1986|3|10.9
17886|YATA?AN|1986|4|16.1
17886|YATA?AN|1986|5|17.8
17886|YATA?AN|1986|6|23.1
17886|YATA?AN|1986|7|27.2
17886|YATA?AN|1986|8|27.7
17886|YATA?AN|1986|9|22.9
17886|YATA?AN|1986|10|16.0
17886|YATA?AN|1986|11|8.8
17886|YATA?AN|1986|12|6.5
17886|YATA?AN|1986|13|16.2
17886|YATA?AN|1987|1|8.3
17886|YATA?AN|1987|2|8.7
17886|YATA?AN|1987|3|6.2
17886|YATA?AN|1987|4|12.3
17886|YATA?AN|1987|5|17.2
17886|YATA?AN|1987|6|23.5
17886|YATA?AN|1987|7|27.7
17886|YATA?AN|1987|8|26.4
17886|YATA?AN|1987|9|24.3
17886|YATA?AN|1987|10|16.8
17886|YATA?AN|1987|11|10.8
17886|YATA?AN|1987|12|7.8
17886|YATA?AN|1987|13|15.9
17886|YATA?AN|1988|1|7.1
17886|YATA?AN|1988|2|7.4
17886|YATA?AN|1988|3|8.7
17886|YATA?AN|1988|4|14.0
17886|YATA?AN|1988|5|19.9
17886|YATA?AN|1988|6|24.0
17886|YATA?AN|1988|7|29.3
17886|YATA?AN|1988|8|26.9
17886|YATA?AN|1988|9|22.7
17886|YATA?AN|1988|10|16.1
17886|YATA?AN|1988|11|9.3
17886|YATA?AN|1988|12|7.7
17886|YATA?AN|1988|13|16.1
17886|YATA?AN|1989|1|3.9
17886|YATA?AN|1989|2|6.7
17886|YATA?AN|1989|3|11.8
17886|YATA?AN|1989|4|17.7
17886|YATA?AN|1989|5|18.6
17886|YATA?AN|1989|6|22.5
17886|YATA?AN|1989|7|27.3
17886|YATA?AN|1989|8|26.8
17886|YATA?AN|1989|9|22.6
17886|YATA?AN|1989|10|15.4
17886|YATA?AN|1989|11|11.4
17886|YATA?AN|1989|12|7.6
17886|YATA?AN|1989|13|16.1
17886|YATA?AN|1990|1|4.3
17886|YATA?AN|1990|2|7.7
17886|YATA?AN|1990|3|11.6
17886|YATA?AN|1990|4|14.6
17886|YATA?AN|1990|5|18.9
17886|YATA?AN|1990|6|23.4
17886|YATA?AN|1990|7|28.0
17886|YATA?AN|1990|8|26.3
17886|YATA?AN|1990|9|22.0
17886|YATA?AN|1990|10|18.4
17886|YATA?AN|1990|11|13.7
17886|YATA?AN|1990|12|9.2
17886|YATA?AN|1990|13|16.6
17886|YATA?AN|1991|1|6.2
17886|YATA?AN|1991|2|7.3
17886|YATA?AN|1991|3|12.3
17886|YATA?AN|1991|4|13.9
17886|YATA?AN|1991|5|16.5
17886|YATA?AN|1991|6|24.7
17886|YATA?AN|1991|7|26.3
17886|YATA?AN|1991|8|26.7
17886|YATA?AN|1991|9|22.6
17886|YATA?AN|1991|10|17.6
17886|YATA?AN|1991|11|11.9
17886|YATA?AN|1991|12|4.9
17886|YATA?AN|1991|13|15.9
17886|YATA?AN|1992|1|3.6
17886|YATA?AN|1992|2|4.0
17886|YATA?AN|1992|3|8.1
17886|YATA?AN|1992|4|13.6
17886|YATA?AN|1992|5|18.0
17886|YATA?AN|1992|6|23.4
17886|YATA?AN|1992|7|25.3
17886|YATA?AN|1992|8|27.4
17886|YATA?AN|1992|9|21.9
17886|YATA?AN|1992|10|19.7
17886|YATA?AN|1992|11|11.2
17886|YATA?AN|1992|12|4.9
17886|YATA?AN|1992|13|15.1
17886|YATA?AN|1993|1|5.4
17886|YATA?AN|1993|2|5.2
17886|YATA?AN|1993|3|9.2
17886|YATA?AN|1993|4|13.9
17886|YATA?AN|1993|5|17.3
17886|YATA?AN|1993|6|23.8
17886|YATA?AN|1993|7|26.9
17886|YATA?AN|1993|8|27.6
17886|YATA?AN|1993|9|22.6
17886|YATA?AN|1993|10|19.3
17886|YATA?AN|1993|11|11.2
17886|YATA?AN|1993|12|9.0
17886|YATA?AN|1993|13|16.0
17886|YATA?AN|1994|1|8.4
17886|YATA?AN|1994|2|7.6
17886|YATA?AN|1994|3|10.5
17886|YATA?AN|1994|4|15.4
17886|YATA?AN|1994|5|19.4
17886|YATA?AN|1994|6|23.7
17886|YATA?AN|1994|7|26.9
17886|YATA?AN|1994|8|27.8
17886|YATA?AN|1994|9|25.5
17886|YATA?AN|1994|10|19.3
17886|YATA?AN|1994|11|10.6
17886|YATA?AN|1994|12|6.2
17886|YATA?AN|1994|13|16.8
17886|YATA?AN|1995|1|7.9
17886|YATA?AN|1995|2|9.2
17886|YATA?AN|1995|3|9.8
17886|YATA?AN|1995|4|12.6
17886|YATA?AN|1995|5|19.1
17886|YATA?AN|1995|6|25.1
17886|YATA?AN|1995|7|26.5
17886|YATA?AN|1995|8|26.1
17886|YATA?AN|1995|9|22.6
17886|YATA?AN|1995|10|15.4
17886|YATA?AN|1995|11|8.8
17886|YATA?AN|1995|12|8.9
17886|YATA?AN|1995|13|16.0
17886|YATA?AN|1996|1|5.7
17886|YATA?AN|1996|2|8.5
17886|YATA?AN|1996|3|8.4
17886|YATA?AN|1996|4|12.0
17886|YATA?AN|1996|5|20.7
17886|YATA?AN|1996|6|25.0
17886|YATA?AN|1996|7|28.1
17886|YATA?AN|1996|8|27.1
17886|YATA?AN|1996|9|20.7
17886|YATA?AN|1996|10|15.0
17886|YATA?AN|1996|11|12.4
17886|YATA?AN|1996|12|10.1
17886|YATA?AN|1996|13|16.2
17886|YATA?AN|1997|1|7.8
17886|YATA?AN|1997|2|6.6
17886|YATA?AN|1997|3|7.9
17886|YATA?AN|1997|4|10.0
17886|YATA?AN|1997|5|20.2
17886|YATA?AN|1997|6|24.1
17886|YATA?AN|1997|7|27.1
17886|YATA?AN|1997|8|24.6
17886|YATA?AN|1997|9|21.1
17886|YATA?AN|1997|10|16.6
17886|YATA?AN|1997|11|12.6
17886|YATA?AN|1997|12|8.7
17886|YATA?AN|1997|13|15.7
17886|YATA?AN|1998|1|6.7
17886|YATA?AN|1998|2|8.7
17886|YATA?AN|1998|3|7.7
17886|YATA?AN|1998|4|15.5
17886|YATA?AN|1998|5|18.4
17886|YATA?AN|1998|6|24.6
17886|YATA?AN|1998|7|28.6
17886|YATA?AN|1998|8|29.2
17886|YATA?AN|1998|9|22.6
17886|YATA?AN|1998|10|18.1
17886|YATA?AN|1998|11|13.2
17886|YATA?AN|1998|12|8.1
17886|YATA?AN|1998|13|16.8
17886|YATA?AN|1999|1|8.1
17886|YATA?AN|1999|2|7.6
17886|YATA?AN|1999|3|10.5
17886|YATA?AN|1999|4|14.7
17886|YATA?AN|1999|5|20.9
17886|YATA?AN|1999|6|25.1
17886|YATA?AN|1999|7|27.8
17886|YATA?AN|1999|8|27.9
17886|YATA?AN|1999|9|23.0
17886|YATA?AN|1999|10|18.9
17886|YATA?AN|1999|11|12.3
17886|YATA?AN|1999|12|10.1
17886|YATA?AN|1999|13|17.3
17886|YATA?AN|2000|1|3.8
17886|YATA?AN|2000|2|6.6
17886|YATA?AN|2000|3|8.7
17886|YATA?AN|2000|4|15.3
17886|YATA?AN|2000|5|19.9
17886|YATA?AN|2000|6|25.2
17886|YATA?AN|2000|7|28.8
17886|YATA?AN|2000|8|27.7
17886|YATA?AN|2000|9|23.1
17886|YATA?AN|2000|10|16.8
17886|YATA?AN|2000|11|13.0
17886|YATA?AN|2000|12|8.2
17886|YATA?AN|2000|13|16.4
17886|YATA?AN|2001|1|8.4
17886|YATA?AN|2001|2|8.0
17886|YATA?AN|2001|3|14.6
17886|YATA?AN|2001|4|14.3
17886|YATA?AN|2001|5|19.6
17886|YATA?AN|2001|6|24.7
17886|YATA?AN|2001|7|28.5
17886|YATA?AN|2001|8|27.9
17886|YATA?AN|2001|9|23.2
17886|YATA?AN|2001|10|18.0
17886|YATA?AN|2001|11|11.7
17886|YATA?AN|2001|12|7.3
17886|YATA?AN|2001|13|17.2
17886|YATA?AN|2002|1|4.9
17886|YATA?AN|2002|2|9.7
17886|YATA?AN|2002|3|11.6
17886|YATA?AN|2002|4|13.6
17886|YATA?AN|2002|5|19.0
17886|YATA?AN|2002|6|24.6
17886|YATA?AN|2002|7|26.9
17886|YATA?AN|2002|8|26.2
17886|YATA?AN|2002|9|20.9
17886|YATA?AN|2002|10|16.7
17886|YATA?AN|2002|11|12.2
17886|YATA?AN|2002|12|7.0
17886|YATA?AN|2002|13|16.1
17886|YATA?AN|2003|1|10.1
17886|YATA?AN|2003|2|4.6
17886|YATA?AN|2003|3|8.2
17886|YATA?AN|2003|4|12.8
17886|YATA?AN|2003|5|20.7
17886|YATA?AN|2003|6|24.7
17886|YATA?AN|2003|7|27.6
17886|YATA?AN|2003|8|27.9
17886|YATA?AN|2003|9|22.2
17886|YATA?AN|2003|10|18.4
17886|YATA?AN|2003|11|12.0
17886|YATA?AN|2003|12|8.3
17886|YATA?AN|2003|13|16.5
17886|YATA?AN|2004|1|6.0
17886|YATA?AN|2004|2|7.6
17886|YATA?AN|2004|3|11.2
17886|YATA?AN|2004|4|14.4
17886|YATA?AN|2004|5|18.2
17886|YATA?AN|2004|6|24.4
17886|YATA?AN|2004|7|27.8
17886|YATA?AN|2004|8|26.4
17886|YATA?AN|2004|9|23.5
17886|YATA?AN|2004|10|18.8
17886|YATA?AN|2004|11|12.4
17886|YATA?AN|2004|12|8.2
17886|YATA?AN|2004|13|16.6
17886|YATA?AN|2005|1|7.7
17886|YATA?AN|2005|2|6.4
17886|YATA?AN|2005|3|10.3
17886|YATA?AN|2005|4|13.8
17886|YATA?AN|2005|5|19.1
17886|YATA?AN|2005|6|23.1
17886|YATA?AN|2005|7|27.5
17886|YATA?AN|2005|8|27.3
17886|YATA?AN|2005|9|22.5
17886|YATA?AN|2005|10|15.4
17886|YATA?AN|2005|11|10.3
17886|YATA?AN|2005|12|8.4
17886|YATA?AN|2005|13|16.0
17886|YATA?AN|2006|1|5.3
17886|YATA?AN|2006|2|7.5
17886|YATA?AN|2006|3|10.4
17886|YATA?AN|2006|4|15.5
17886|YATA?AN|2006|5|19.3
17886|YATA?AN|2006|6|24.1
17886|YATA?AN|2006|7|27.7
17886|YATA?AN|2006|8|29.5
17886|YATA?AN|2006|9|23.1
17886|YATA?AN|2006|10|17.6
17886|YATA?AN|2006|11|10.2
17886|YATA?AN|2006|12|6.8
17886|YATA?AN|2006|13|16.5
17886|YATA?AN|2007|1|7.5
17886|YATA?AN|2007|2|8.3
17886|YATA?AN|2007|3|11.1
17886|YATA?AN|2007|4|13.9
17886|YATA?AN|2007|5|21.0
17886|YATA?AN|2007|6|26.6
17886|YATA?AN|2007|7|29.9
17886|YATA?AN|2007|8|28.7
17886|YATA?AN|2007|9|23.1
17886|YATA?AN|2007|10|17.9
17886|YATA?AN|2007|11|11.8
17886|YATA?AN|2007|12|6.4
17886|YATA?AN|2007|13|17.2
17886|YATA?AN|2008|1|5.1
17886|YATA?AN|2008|2|6.7
17886|YATA?AN|2008|3|12.5
17886|YATA?AN|2008|4|15.1
17886|YATA?AN|2008|5|19.3
17886|YATA?AN|2008|6|26.2
17886|YATA?AN|2008|7|28.7
17886|YATA?AN|2008|8|29.6
17886|YATA?AN|2008|9|23.2
17886|YATA?AN|2008|10|17.0
17886|YATA?AN|2008|11|13.6
17886|YATA?AN|2008|12|9.2
17886|YATA?AN|2008|13|17.2
17886|YATA?AN|2009|1|8.3
17886|YATA?AN|2009|2|7.7
17886|YATA?AN|2009|3|9.6
17886|YATA?AN|2009|4|14.6
17886|YATA?AN|2009|5|18.8
17886|YATA?AN|2009|6|24.9
17886|YATA?AN|2009|7|28.3
17886|YATA?AN|2009|8|27.4
17886|YATA?AN|2009|9|22.1
17886|YATA?AN|2009|10|18.3
17886|YATA?AN|2009|11|11.5
17886|YATA?AN|2009|12|10.2
17886|YATA?AN|2009|13|16.9
17886|YATA?AN|2010|1|8.8
17886|YATA?AN|2010|2|10.3
17886|YATA?AN|2010|3|12.0
17886|YATA?AN|2010|4|15.3
17886|YATA?AN|2010|5|20.1
17886|YATA?AN|2010|6|23.1
17886|YATA?AN|2010|7|28.0
17886|YATA?AN|2010|8|29.9
17886|YATA?AN|2010|9|23.7
17886|YATA?AN|2010|10|17.2
17886|YATA?AN|2010|11|14.6
17886|YATA?AN|2010|12|10.1
17886|YATA?AN|2010|13|17.7
17886|YATA?AN|2011|1|6.3
17886|YATA?AN|2011|2|8.0
17886|YATA?AN|2011|3|9.9
17886|YATA?AN|2011|4|13.0
17886|YATA?AN|2011|5|17.5
17886|YATA?AN|2011|6|23.5
17886|YATA?AN|2011|7|28.1
17886|YATA?AN|2011|8|27.7
17886|YATA?AN|2011|9|24.1
17886|YATA?AN|2011|10|14.8
17886|YATA?AN|2011|11|8.1
17886|YATA?AN|2011|12|7.4
17886|YATA?AN|2011|13|15.7
17886|YATA?AN|2012|1|5.1
17886|YATA?AN|2012|2|6.1
17886|YATA?AN|2012|3|9.6
17886|YATA?AN|2012|4|15.4
17886|YATA?AN|2012|5|18.5
17886|YATA?AN|2012|6|26.3
17886|YATA?AN|2012|7|30.0
17886|YATA?AN|2012|8|27.6
17886|YATA?AN|2012|9|24.0
17886|YATA?AN|2012|10|19.1
17886|YATA?AN|2012|11|13.8
17886|YATA?AN|2012|12|9.2
17886|YATA?AN|2012|13|17.3
17886|YATA?AN|2013|1|7.4
17886|YATA?AN|2013|2|9.1
17886|YATA?AN|2013|3|11.5
17886|YATA?AN|2013|4|15.0
17886|YATA?AN|2013|5|20.6
17886|YATA?AN|2013|6|24.4
17886|YATA?AN|2013|7|27.6
17886|YATA?AN|2013|8|28.0
17886|YATA?AN|2013|9|22.6
17886|YATA?AN|2013|10|15.2
17886|YATA?AN|2013|11|12.3
17886|YATA?AN|2013|12|5.7
17886|YATA?AN|2013|13|16.6
17886|YATA?AN|2014|1|8.7
17886|YATA?AN|2014|2|9.4
17886|YATA?AN|2014|3|11.1
17886|YATA?AN|2014|4|14.6
17886|YATA?AN|2014|5|18.3
