st_num,date,year,month,latitude,longitude,elevation,min_temp,max_temp,avg_temp,min_hum,max_hum,avg_hum,avg_ws,inc_rad,sun_duration,G,Ra,Rso,Rn,ET0
17296,1993-03-15,1993,3,36.6266,29.1238,3.0,0.8,24.8,12.8,29.0,97.0,63.0,1.1967217202687106,17.493304000000002,7.9,0.2239999999999999,29.22923344439653,21.92367883730406,7.950876636966544,3.2637823801903463
17296,1993-04-15,1993,4,36.6266,29.1238,3.0,2.7,26.4,14.55,23.0,92.0,57.5,1.1967217202687106,20.610384000000003,8.6,0.5005000000000002,35.70551947869352,26.781281940188855,10.624604584381764,3.9528932420041794
17296,1993-05-15,1993,5,36.6266,29.1238,3.0,8.3,31.6,19.950000000000003,32.0,91.0,61.5,1.121926612751916,22.19612,8.6,0.7420000000000003,40.1246394028975,30.0958870305373,12.367548139367605,4.718002903421572
17296,1993-06-15,1993,6,36.6266,29.1238,3.0,13.6,36.7,25.15,28.0,86.0,57.0,1.1967217202687106,24.714888,10.7,0.4584999999999998,41.72019072158539,31.29264625263233,14.036850369807189,5.854364698511828
17296,1993-07-15,1993,7,36.6266,29.1238,3.0,14.9,38.1,26.5,28.0,93.0,60.5,1.3463119353022994,25.29228,11.3,0.2484999999999998,40.74015113749315,30.55755776218811,14.446957789180283,6.256966911834034
17296,1993-08-15,1993,8,36.6266,29.1238,3.0,17.9,39.5,28.7,25.0,93.0,59.0,1.0471315052351216,22.376032,11.0,-0.231,37.05933921142589,27.796727968922102,12.797715542483896,5.5799440969995135
17296,1993-09-15,1993,9,36.6266,29.1238,3.0,12.9,33.5,23.2,20.0,94.0,57.0,1.121926612751916,19.740112000000003,10.0,-0.4654999999999999,31.176363830378104,23.3841434546134,9.952927438594736,4.432099738331926
17296,1993-10-15,1993,10,36.6266,29.1238,3.0,9.1,35.0,22.05,20.0,91.0,55.5,0.8227461826847385,14.317648,8.1,-0.539,24.01578084169289,18.01327657812017,5.675077967133281,3.2479129313903776
17296,1993-11-15,1993,11,36.6266,29.1238,3.0,5.0,26.0,15.5,12.0,91.0,51.5,1.121926612751916,9.715248,6.0,-0.7385000000000002,18.281233744491463,13.712022182393266,3.001013210416445,2.350666546864161
17296,1993-12-15,1993,12,36.6266,29.1238,3.0,2.8,20.2,11.5,29.0,94.0,61.5,0.7479510751679441,7.380576000000001,4.5,-0.2975,15.667748706345536,11.751751594681531,2.094009153907123,1.2844667241048109
17296,1994-01-15,1994,1,36.6266,29.1238,3.0,2.4,20.1,11.25,30.0,95.0,62.5,0.897541290201533,8.041648,4.6,-0.035,17.08329571887093,12.813496786896328,2.6024737394768995,1.4616307342943973
